Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egz.
Vardas1126          Pavarde1126         7         1         7         9         0         8
Vardas1127          Pavarde1127         0         5         4         6         10        10
Vardas1128          Pavarde1128         8         0         5         6         3         10
Vardas1129          Pavarde1129         8         0         10        9         6         8
Vardas1130          Pavarde1130         1         0         5         2         10        2
Vardas1131          Pavarde1131         3         7         5         6         1         5
Vardas1132          Pavarde1132         1         4         2         8         8         8
Vardas1133          Pavarde1133         0         1         9         1         5         10
Vardas1134          Pavarde1134         0         5         3         9         8         9
Vardas1135          Pavarde1135         7         1         2         7         9         10
Vardas1136          Pavarde1136         2         5         10        1         7         8
Vardas1137          Pavarde1137         2         2         9         2         6         6
Vardas1138          Pavarde1138         7         0         8         3         6         0
Vardas1139          Pavarde1139         2         6         10        4         8         7
Vardas1140          Pavarde1140         1         1         1         4         7         3
Vardas1141          Pavarde1141         0         8         3         10        10        8
Vardas1142          Pavarde1142         1         8         8         1         0         0
Vardas1143          Pavarde1143         4         0         9         6         8         0
Vardas1144          Pavarde1144         1         1         5         9         5         4
Vardas1145          Pavarde1145         9         2         1         2         5         10
Vardas1146          Pavarde1146         1         8         9         6         10        5
Vardas1147          Pavarde1147         6         0         8         7         7         4
Vardas1148          Pavarde1148         7         4         8         0         6         8
Vardas1149          Pavarde1149         5         2         4         2         10        10
Vardas1150          Pavarde1150         8         1         8         10        0         3
Vardas1151          Pavarde1151         8         0         2         9         2         2
Vardas1152          Pavarde1152         2         7         10        3         0         4
Vardas1153          Pavarde1153         8         9         0         10        3         10
Vardas1154          Pavarde1154         10        4         7         0         6         3
Vardas1155          Pavarde1155         8         1         9         7         9         5
Vardas1156          Pavarde1156         1         9         3         3         5         4
Vardas1157          Pavarde1157         5         9         7         2         1         7
Vardas1158          Pavarde1158         10        9         0         8         6         10
Vardas1159          Pavarde1159         6         2         2         5         9         9
Vardas1160          Pavarde1160         10        5         10        2         9         7
Vardas1161          Pavarde1161         1         8         3         10        9         9
Vardas1162          Pavarde1162         1         4         10        6         9         3
Vardas1163          Pavarde1163         8         5         10        7         4         9
Vardas1164          Pavarde1164         5         9         2         2         1         10
Vardas1165          Pavarde1165         2         9         0         7         0         8
Vardas1166          Pavarde1166         6         3         8         0         10        7
Vardas1167          Pavarde1167         2         6         0         9         3         9
Vardas1168          Pavarde1168         8         10        7         7         0         9
Vardas1169          Pavarde1169         6         0         2         1         10        6
Vardas1170          Pavarde1170         9         4         6         10        5         0
Vardas1171          Pavarde1171         9         10        9         1         5         0
Vardas1172          Pavarde1172         9         5         6         5         10        4
Vardas1173          Pavarde1173         3         9         3         6         1         3
Vardas1174          Pavarde1174         8         5         8         3         7         4
Vardas1175          Pavarde1175         4         7         10        3         10        10
Vardas1176          Pavarde1176         3         1         4         10        7         9
Vardas1177          Pavarde1177         5         4         6         0         7         3
Vardas1178          Pavarde1178         10        10        0         3         5         9
Vardas1179          Pavarde1179         3         6         8         4         1         1
Vardas1180          Pavarde1180         8         7         3         5         6         5
Vardas1181          Pavarde1181         5         9         4         10        7         6
Vardas1182          Pavarde1182         6         7         4         6         8         4
Vardas1183          Pavarde1183         10        6         0         4         0         1
Vardas1184          Pavarde1184         1         2         5         3         1         3
Vardas1185          Pavarde1185         8         3         6         10        3         9
Vardas1186          Pavarde1186         1         10        8         1         4         4
Vardas1187          Pavarde1187         1         7         0         1         4         10
Vardas1188          Pavarde1188         4         2         10        7         10        7
Vardas1189          Pavarde1189         6         9         10        0         7         2
Vardas1190          Pavarde1190         9         2         5         6         1         5
Vardas1191          Pavarde1191         10        4         2         9         8         2
Vardas1192          Pavarde1192         1         1         6         4         8         7
Vardas1193          Pavarde1193         8         10        10        4         9         1
Vardas1194          Pavarde1194         3         2         0         9         1         9
Vardas1195          Pavarde1195         6         0         10        10        5         1
Vardas1196          Pavarde1196         5         7         9         2         5         9
Vardas1197          Pavarde1197         2         10        5         6         3         8
Vardas1198          Pavarde1198         5         3         5         9         5         7
Vardas1199          Pavarde1199         1         0         6         1         3         3
Vardas1200          Pavarde1200         9         10        8         4         10        5
Vardas1201          Pavarde1201         8         2         3         4         5         7
Vardas1202          Pavarde1202         6         1         3         3         6         5
Vardas1203          Pavarde1203         9         7         7         3         4         0
Vardas1204          Pavarde1204         0         4         9         7         2         1
Vardas1205          Pavarde1205         8         2         0         0         8         9
Vardas1206          Pavarde1206         3         4         10        7         4         9
Vardas1207          Pavarde1207         0         8         1         8         2         1
Vardas1208          Pavarde1208         5         6         1         9         8         8
Vardas1209          Pavarde1209         10        6         5         1         5         9
Vardas1210          Pavarde1210         3         2         4         9         4         5
Vardas1211          Pavarde1211         6         3         9         0         0         7
Vardas1212          Pavarde1212         3         8         7         1         3         8
Vardas1213          Pavarde1213         4         3         9         10        6         7
Vardas1214          Pavarde1214         9         0         7         0         8         10
Vardas1215          Pavarde1215         0         4         7         8         7         3
Vardas1216          Pavarde1216         7         0         8         4         2         6
Vardas1217          Pavarde1217         7         9         0         6         4         6
Vardas1218          Pavarde1218         3         10        0         7         7         6
Vardas1219          Pavarde1219         7         9         2         4         9         4
Vardas1220          Pavarde1220         7         7         2         8         5         5
Vardas1221          Pavarde1221         5         3         3         0         9         0
Vardas1222          Pavarde1222         9         9         3         3         7         6
Vardas1223          Pavarde1223         2         0         9         10        5         2
Vardas1224          Pavarde1224         3         9         3         4         0         4
Vardas1225          Pavarde1225         3         3         5         0         1         10
Vardas1226          Pavarde1226         8         9         0         5         3         3
Vardas1227          Pavarde1227         10        5         2         6         8         9
Vardas1228          Pavarde1228         3         1         10        7         7         10
Vardas1229          Pavarde1229         3         8         9         7         10        2
Vardas1230          Pavarde1230         0         1         1         4         6         10
Vardas1231          Pavarde1231         0         9         3         6         6         9
Vardas1232          Pavarde1232         1         7         4         2         10        2
Vardas1233          Pavarde1233         2         8         10        1         2         9
Vardas1234          Pavarde1234         3         2         3         4         8         6
Vardas1235          Pavarde1235         6         3         8         2         6         9
Vardas1236          Pavarde1236         3         1         1         7         8         9
Vardas1237          Pavarde1237         7         2         8         8         10        6
Vardas1238          Pavarde1238         1         6         7         2         10        10
Vardas1239          Pavarde1239         3         9         2         7         0         9
Vardas1240          Pavarde1240         6         9         0         3         5         10
Vardas1241          Pavarde1241         6         10        8         3         5         5
Vardas1242          Pavarde1242         1         6         1         7         5         1
Vardas1243          Pavarde1243         3         10        3         10        1         5
Vardas1244          Pavarde1244         7         4         1         0         6         5
Vardas1245          Pavarde1245         2         6         10        3         2         9
Vardas1246          Pavarde1246         6         1         9         7         2         10
Vardas1247          Pavarde1247         1         9         5         7         6         2
Vardas1248          Pavarde1248         10        2         1         5         10        8
Vardas1249          Pavarde1249         8         5         9         6         9         7
Vardas1250          Pavarde1250         3         2         2         0         8         10
Vardas1251          Pavarde1251         5         9         10        5         2         10
Vardas1252          Pavarde1252         6         0         4         6         0         2
Vardas1253          Pavarde1253         4         1         5         1         9         5
Vardas1254          Pavarde1254         5         6         8         1         6         5
Vardas1255          Pavarde1255         7         4         8         0         0         0
Vardas1256          Pavarde1256         10        6         8         1         9         9
Vardas1257          Pavarde1257         6         9         1         7         5         4
Vardas1258          Pavarde1258         2         2         8         9         10        3
Vardas1259          Pavarde1259         6         0         5         1         10        4
Vardas1260          Pavarde1260         4         3         8         1         6         5
Vardas1261          Pavarde1261         8         4         0         6         8         1
Vardas1262          Pavarde1262         0         2         10        0         3         2
Vardas1263          Pavarde1263         4         10        3         1         3         2
Vardas1264          Pavarde1264         10        7         8         6         4         8
Vardas1265          Pavarde1265         1         0         9         9         7         6
Vardas1266          Pavarde1266         6         10        9         3         9         7
Vardas1267          Pavarde1267         1         0         7         4         2         9
Vardas1268          Pavarde1268         0         9         0         4         5         0
Vardas1269          Pavarde1269         1         3         2         7         0         3
Vardas1270          Pavarde1270         0         5         3         10        3         5
Vardas1271          Pavarde1271         1         3         5         3         0         6
Vardas1272          Pavarde1272         0         0         8         4         1         5
Vardas1273          Pavarde1273         0         10        8         2         8         5
Vardas1274          Pavarde1274         5         10        5         10        0         4
Vardas1275          Pavarde1275         1         10        0         1         4         3
Vardas1276          Pavarde1276         9         0         1         1         7         6
Vardas1277          Pavarde1277         8         6         4         7         3         5
Vardas1278          Pavarde1278         6         9         0         10        0         6
Vardas1279          Pavarde1279         10        1         9         5         1         0
Vardas1280          Pavarde1280         8         0         10        7         1         1
Vardas1281          Pavarde1281         5         0         7         5         5         9
Vardas1282          Pavarde1282         8         8         1         8         6         3
Vardas1283          Pavarde1283         1         4         2         1         3         6
Vardas1284          Pavarde1284         6         2         9         4         8         0
Vardas1285          Pavarde1285         10        9         1         2         6         5
Vardas1286          Pavarde1286         3         9         10        10        9         2
Vardas1287          Pavarde1287         5         9         8         7         9         0
Vardas1288          Pavarde1288         2         2         7         4         8         8
Vardas1289          Pavarde1289         5         4         10        2         3         4
Vardas1290          Pavarde1290         4         8         7         6         2         7
Vardas1291          Pavarde1291         3         0         4         9         5         1
Vardas1292          Pavarde1292         5         8         6         6         6         2
Vardas1293          Pavarde1293         6         8         8         5         3         1
Vardas1294          Pavarde1294         10        2         10        6         1         3
Vardas1295          Pavarde1295         3         1         10        4         10        2
Vardas1296          Pavarde1296         8         4         1         2         9         2
Vardas1297          Pavarde1297         4         9         9         9         0         4
Vardas1298          Pavarde1298         7         4         2         9         7         10
Vardas1299          Pavarde1299         10        8         4         9         9         1
Vardas1300          Pavarde1300         3         4         5         1         2         10
Vardas1301          Pavarde1301         9         5         1         6         4         1
Vardas1302          Pavarde1302         6         5         4         5         7         5
Vardas1303          Pavarde1303         7         7         2         8         0         9
Vardas1304          Pavarde1304         7         6         9         8         0         9
Vardas1305          Pavarde1305         9         1         0         10        5         6
Vardas1306          Pavarde1306         2         10        0         6         7         1
Vardas1307          Pavarde1307         2         8         9         0         7         6
Vardas1308          Pavarde1308         5         6         4         7         8         3
Vardas1309          Pavarde1309         9         8         8         3         6         8
Vardas1310          Pavarde1310         4         0         1         10        6         10
Vardas1311          Pavarde1311         3         9         1         5         9         10
Vardas1312          Pavarde1312         10        5         9         10        2         0
Vardas1313          Pavarde1313         8         1         4         0         0         8
Vardas1314          Pavarde1314         5         6         8         7         1         5
Vardas1315          Pavarde1315         0         8         10        8         7         4
Vardas1316          Pavarde1316         0         2         7         5         7         9
Vardas1317          Pavarde1317         7         3         9         7         4         2
Vardas1318          Pavarde1318         3         9         10        1         7         9
Vardas1319          Pavarde1319         6         0         4         0         8         8
Vardas1320          Pavarde1320         1         1         1         5         0         10
Vardas1321          Pavarde1321         2         2         10        2         7         7
Vardas1322          Pavarde1322         1         9         3         6         8         5
Vardas1323          Pavarde1323         6         10        0         4         4         1
Vardas1324          Pavarde1324         0         2         0         6         10        4
Vardas1325          Pavarde1325         1         6         5         0         7         3
Vardas1326          Pavarde1326         3         7         8         7         3         8
Vardas1327          Pavarde1327         0         7         10        9         8         9
Vardas1328          Pavarde1328         4         8         7         7         6         3
Vardas1329          Pavarde1329         2         5         1         5         6         0
Vardas1330          Pavarde1330         5         10        3         7         0         5
Vardas1331          Pavarde1331         2         5         1         6         2         0
Vardas1332          Pavarde1332         8         9         10        7         8         5
Vardas1333          Pavarde1333         8         0         6         1         2         5
Vardas1334          Pavarde1334         10        7         9         4         0         1
Vardas1335          Pavarde1335         9         10        10        5         3         4
Vardas1336          Pavarde1336         8         0         0         2         3         0
Vardas1337          Pavarde1337         5         4         8         9         8         7
Vardas1338          Pavarde1338         10        0         7         6         3         9
Vardas1339          Pavarde1339         5         1         3         7         6         8
Vardas1340          Pavarde1340         0         2         1         5         1         0
Vardas1341          Pavarde1341         0         6         4         10        4         5
Vardas1342          Pavarde1342         1         3         6         4         3         9
Vardas1343          Pavarde1343         6         0         9         7         1         9
Vardas1344          Pavarde1344         10        8         0         7         5         3
Vardas1345          Pavarde1345         10        3         0         9         5         6
Vardas1346          Pavarde1346         2         1         2         4         5         6
Vardas1347          Pavarde1347         8         10        0         1         3         10
Vardas1348          Pavarde1348         7         7         8         8         3         10
Vardas1349          Pavarde1349         10        10        0         5         5         10
Vardas1350          Pavarde1350         3         4         9         4         3         4
Vardas1351          Pavarde1351         6         8         9         6         7         3
Vardas1352          Pavarde1352         5         1         7         2         8         3
Vardas1353          Pavarde1353         1         10        7         2         0         0
Vardas1354          Pavarde1354         3         3         0         8         7         8
Vardas1355          Pavarde1355         10        8         0         2         0         0
Vardas1356          Pavarde1356         3         4         3         2         0         3
Vardas1357          Pavarde1357         0         8         3         4         1         1
Vardas1358          Pavarde1358         8         6         3         5         3         8
Vardas1359          Pavarde1359         9         1         5         8         8         8
Vardas1360          Pavarde1360         0         1         9         7         5         10
Vardas1361          Pavarde1361         6         9         7         2         0         6
Vardas1362          Pavarde1362         5         3         8         6         1         10
Vardas1363          Pavarde1363         8         2         0         5         0         4
Vardas1364          Pavarde1364         9         5         4         1         8         2
Vardas1365          Pavarde1365         1         6         8         0         3         0
Vardas1366          Pavarde1366         10        5         4         0         2         4
Vardas1367          Pavarde1367         2         8         0         7         0         2
Vardas1368          Pavarde1368         3         4         4         6         5         10
Vardas1369          Pavarde1369         3         4         3         10        7         7
Vardas1370          Pavarde1370         7         8         7         1         0         4
Vardas1371          Pavarde1371         2         10        6         0         2         5
Vardas1372          Pavarde1372         2         4         2         9         7         1
Vardas1373          Pavarde1373         3         3         6         6         8         7
Vardas1374          Pavarde1374         3         9         5         4         0         9
Vardas1375          Pavarde1375         2         2         6         5         0         4
Vardas1376          Pavarde1376         2         6         7         9         7         8
Vardas1377          Pavarde1377         7         4         2         5         8         0
Vardas1378          Pavarde1378         8         1         2         2         4         5
Vardas1379          Pavarde1379         4         7         6         6         7         9
Vardas1380          Pavarde1380         0         8         2         4         8         1
Vardas1381          Pavarde1381         9         5         4         3         5         7
Vardas1382          Pavarde1382         8         3         5         6         9         1
Vardas1383          Pavarde1383         6         6         7         0         3         9
Vardas1384          Pavarde1384         2         3         1         8         0         10
Vardas1385          Pavarde1385         4         2         6         3         6         7
Vardas1386          Pavarde1386         2         6         1         5         3         10
Vardas1387          Pavarde1387         10        2         1         8         1         4
Vardas1388          Pavarde1388         2         7         5         7         2         1
Vardas1389          Pavarde1389         5         0         0         1         3         2
Vardas1390          Pavarde1390         8         5         3         4         9         0
Vardas1391          Pavarde1391         5         7         5         10        6         7
Vardas1392          Pavarde1392         3         3         1         8         2         2
Vardas1393          Pavarde1393         4         4         4         4         5         6
Vardas1394          Pavarde1394         2         9         2         4         7         2
Vardas1395          Pavarde1395         7         10        8         7         7         9
Vardas1396          Pavarde1396         8         9         5         3         0         9
Vardas1397          Pavarde1397         8         1         6         10        0         1
Vardas1398          Pavarde1398         0         6         8         6         3         1
Vardas1399          Pavarde1399         2         5         1         7         0         9
Vardas1400          Pavarde1400         7         7         4         1         7         10
Vardas1401          Pavarde1401         1         8         1         5         2         2
Vardas1402          Pavarde1402         1         2         1         1         1         1
Vardas1403          Pavarde1403         8         7         10        4         1         5
Vardas1404          Pavarde1404         9         4         6         2         2         6
Vardas1405          Pavarde1405         1         10        3         3         0         0
Vardas1406          Pavarde1406         4         7         8         8         1         1
Vardas1407          Pavarde1407         9         8         4         8         8         1
Vardas1408          Pavarde1408         3         10        9         8         1         9
Vardas1409          Pavarde1409         6         10        8         8         3         8
Vardas1410          Pavarde1410         3         4         0         1         7         6
Vardas1411          Pavarde1411         10        7         10        8         3         6
Vardas1412          Pavarde1412         5         10        6         9         3         1
Vardas1413          Pavarde1413         2         1         1         9         8         3
Vardas1414          Pavarde1414         2         7         6         4         6         5
Vardas1415          Pavarde1415         6         4         5         4         0         6
Vardas1416          Pavarde1416         2         7         0         10        0         0
Vardas1417          Pavarde1417         5         1         9         2         0         7
Vardas1418          Pavarde1418         2         1         4         6         10        6
Vardas1419          Pavarde1419         4         4         9         6         4         4
Vardas1420          Pavarde1420         5         5         0         9         4         0
Vardas1421          Pavarde1421         6         0         10        9         8         10
Vardas1422          Pavarde1422         10        5         7         10        4         5
Vardas1423          Pavarde1423         1         6         2         5         0         9
Vardas1424          Pavarde1424         1         0         9         9         5         8
Vardas1425          Pavarde1425         4         3         7         8         5         3
Vardas1426          Pavarde1426         10        1         10        2         8         5
Vardas1427          Pavarde1427         2         10        5         9         0         2
Vardas1428          Pavarde1428         1         3         7         7         4         7
Vardas1429          Pavarde1429         7         2         3         1         4         0
Vardas1430          Pavarde1430         0         6         6         7         4         2
Vardas1431          Pavarde1431         5         7         4         2         4         1
Vardas1432          Pavarde1432         5         8         1         7         8         10
Vardas1433          Pavarde1433         9         3         5         0         8         9
Vardas1434          Pavarde1434         1         4         0         4         3         8
Vardas1435          Pavarde1435         10        9         5         2         0         8
Vardas1436          Pavarde1436         2         4         10        4         1         7
Vardas1437          Pavarde1437         4         8         8         8         8         5
Vardas1438          Pavarde1438         0         1         2         0         3         0
Vardas1439          Pavarde1439         2         10        4         7         4         5
Vardas1440          Pavarde1440         7         0         4         10        2         7
Vardas1441          Pavarde1441         6         3         0         2         5         3
Vardas1442          Pavarde1442         6         10        5         3         6         4
Vardas1443          Pavarde1443         9         0         9         2         8         2
Vardas1444          Pavarde1444         9         10        7         4         6         4
Vardas1445          Pavarde1445         5         5         10        0         6         0
Vardas1446          Pavarde1446         3         7         7         9         3         5
Vardas1447          Pavarde1447         4         0         0         6         1         3
Vardas1448          Pavarde1448         10        9         10        10        0         9
Vardas1449          Pavarde1449         1         4         5         8         2         8
Vardas1450          Pavarde1450         10        10        5         10        10        3
Vardas1451          Pavarde1451         3         4         1         9         0         8
Vardas1452          Pavarde1452         10        6         2         6         8         1
Vardas1453          Pavarde1453         5         6         0         5         2         1
Vardas1454          Pavarde1454         3         7         1         2         5         9
Vardas1455          Pavarde1455         10        9         4         8         6         10
Vardas1456          Pavarde1456         6         3         0         3         8         3
Vardas1457          Pavarde1457         7         1         1         1         5         3
Vardas1458          Pavarde1458         7         6         8         7         7         5
Vardas1459          Pavarde1459         6         9         6         3         9         0
Vardas1460          Pavarde1460         10        0         7         0         3         8
Vardas1461          Pavarde1461         10        2         8         5         6         8
Vardas1462          Pavarde1462         8         9         8         1         8         6
Vardas1463          Pavarde1463         6         10        10        6         9         9
Vardas1464          Pavarde1464         1         5         3         10        2         7
Vardas1465          Pavarde1465         3         4         10        0         3         5
Vardas1466          Pavarde1466         8         8         0         3         2         0
Vardas1467          Pavarde1467         10        7         10        2         7         2
Vardas1468          Pavarde1468         9         0         7         5         0         1
Vardas1469          Pavarde1469         4         0         0         6         10        6
Vardas1470          Pavarde1470         3         1         10        8         9         5
Vardas1471          Pavarde1471         6         9         3         8         1         8
Vardas1472          Pavarde1472         8         7         3         1         10        9
Vardas1473          Pavarde1473         8         1         0         4         2         2
Vardas1474          Pavarde1474         1         9         0         8         10        3
Vardas1475          Pavarde1475         1         9         6         7         9         6
Vardas1476          Pavarde1476         7         2         6         1         3         2
Vardas1477          Pavarde1477         8         10        1         1         4         10
Vardas1478          Pavarde1478         7         5         0         9         5         2
Vardas1479          Pavarde1479         9         3         4         9         1         6
Vardas1480          Pavarde1480         5         9         5         3         6         0
Vardas1481          Pavarde1481         3         8         8         1         4         8
Vardas1482          Pavarde1482         6         9         6         4         8         9
Vardas1483          Pavarde1483         9         9         2         3         9         4
Vardas1484          Pavarde1484         3         1         1         5         9         0
Vardas1485          Pavarde1485         6         7         8         0         1         6
Vardas1486          Pavarde1486         2         10        5         0         9         4
Vardas1487          Pavarde1487         6         4         5         5         1         7
Vardas1488          Pavarde1488         4         10        4         0         8         3
Vardas1489          Pavarde1489         0         1         3         1         8         2
Vardas1490          Pavarde1490         2         6         10        2         2         2
Vardas1491          Pavarde1491         4         0         9         7         5         10
Vardas1492          Pavarde1492         10        2         3         4         5         1
Vardas1493          Pavarde1493         4         7         4         0         6         9
Vardas1494          Pavarde1494         4         3         2         4         7         3
Vardas1495          Pavarde1495         3         3         10        8         10        2
Vardas1496          Pavarde1496         3         4         6         6         5         3
Vardas1497          Pavarde1497         6         4         4         7         6         3
Vardas1498          Pavarde1498         1         9         0         3         0         9
Vardas1499          Pavarde1499         5         4         3         0         4         7
Vardas1500          Pavarde1500         3         1         8         10        3         1
Vardas1501          Pavarde1501         7         0         4         10        6         5
Vardas1502          Pavarde1502         9         2         6         8         1         4
Vardas1503          Pavarde1503         0         5         6         3         10        9
Vardas1504          Pavarde1504         5         2         6         5         10        8
Vardas1505          Pavarde1505         0         3         4         6         2         7
Vardas1506          Pavarde1506         3         6         1         3         10        5
Vardas1507          Pavarde1507         6         7         5         5         9         2
Vardas1508          Pavarde1508         3         10        4         8         5         0
Vardas1509          Pavarde1509         2         4         0         2         3         10
Vardas1510          Pavarde1510         7         3         5         5         4         4
Vardas1511          Pavarde1511         0         10        6         10        6         2
Vardas1512          Pavarde1512         2         5         3         8         10        2
Vardas1513          Pavarde1513         8         1         2         2         10        2
Vardas1514          Pavarde1514         0         4         4         7         3         4
Vardas1515          Pavarde1515         2         2         4         2         3         5
Vardas1516          Pavarde1516         9         1         4         9         4         1
Vardas1517          Pavarde1517         7         3         5         0         1         3
Vardas1518          Pavarde1518         3         2         1         4         6         3
Vardas1519          Pavarde1519         0         10        4         8         1         4
Vardas1520          Pavarde1520         6         1         7         8         4         0
Vardas1521          Pavarde1521         2         4         4         4         9         9
Vardas1522          Pavarde1522         0         4         2         1         2         5
Vardas1523          Pavarde1523         1         10        5         4         5         6
Vardas1524          Pavarde1524         7         5         1         10        2         10
Vardas1525          Pavarde1525         10        6         7         4         3         0
Vardas1526          Pavarde1526         10        5         6         4         1         3
Vardas1527          Pavarde1527         9         4         4         6         10        7
Vardas1528          Pavarde1528         8         3         2         10        2         3
Vardas1529          Pavarde1529         7         3         9         2         6         5
Vardas1530          Pavarde1530         8         10        2         1         7         8
Vardas1531          Pavarde1531         1         6         2         1         5         2
Vardas1532          Pavarde1532         4         5         5         3         0         1
Vardas1533          Pavarde1533         2         8         0         10        9         1
Vardas1534          Pavarde1534         2         8         7         1         1         6
Vardas1535          Pavarde1535         8         4         1         6         0         5
Vardas1536          Pavarde1536         6         7         4         8         5         4
Vardas1537          Pavarde1537         8         6         6         8         1         1
Vardas1538          Pavarde1538         2         8         5         6         10        6
Vardas1539          Pavarde1539         9         6         4         3         3         2
Vardas1540          Pavarde1540         8         6         6         6         10        1
Vardas1541          Pavarde1541         2         6         5         8         2         8
Vardas1542          Pavarde1542         6         0         2         1         1         0
Vardas1543          Pavarde1543         4         4         4         6         3         7
Vardas1544          Pavarde1544         2         0         7         10        7         0
Vardas1545          Pavarde1545         0         0         5         2         7         0
Vardas1546          Pavarde1546         8         8         7         6         10        0
Vardas1547          Pavarde1547         5         10        4         3         7         10
Vardas1548          Pavarde1548         2         1         9         10        6         9
Vardas1549          Pavarde1549         1         7         0         3         1         3
Vardas1550          Pavarde1550         8         9         1         0         10        1
Vardas1551          Pavarde1551         9         10        1         4         4         8
Vardas1552          Pavarde1552         5         10        7         8         6         3
Vardas1553          Pavarde1553         10        8         9         1         6         2
Vardas1554          Pavarde1554         6         4         8         7         10        8
Vardas1555          Pavarde1555         4         8         3         7         3         0
Vardas1556          Pavarde1556         8         9         7         0         2         4
Vardas1557          Pavarde1557         6         3         0         10        5         10
Vardas1558          Pavarde1558         8         10        0         9         3         4
Vardas1559          Pavarde1559         3         1         1         2         4         4
Vardas1560          Pavarde1560         1         9         5         4         1         2
Vardas1561          Pavarde1561         9         9         6         3         0         4
Vardas1562          Pavarde1562         2         8         10        9         7         4
Vardas1563          Pavarde1563         9         5         1         0         1         8
Vardas1564          Pavarde1564         10        2         7         3         6         2
Vardas1565          Pavarde1565         7         8         4         9         3         9
Vardas1566          Pavarde1566         6         7         7         0         8         3
Vardas1567          Pavarde1567         7         4         3         1         2         6
Vardas1568          Pavarde1568         6         3         7         4         3         7
Vardas1569          Pavarde1569         0         8         10        10        6         5
Vardas1570          Pavarde1570         2         5         1         5         4         9
Vardas1571          Pavarde1571         9         5         7         3         3         5
Vardas1572          Pavarde1572         3         6         5         2         8         6
Vardas1573          Pavarde1573         4         7         7         3         8         7
Vardas1574          Pavarde1574         8         5         2         9         1         3
Vardas1575          Pavarde1575         6         10        7         2         8         3
Vardas1576          Pavarde1576         6         7         6         9         7         8
Vardas1577          Pavarde1577         8         6         4         7         1         3
Vardas1578          Pavarde1578         6         7         6         8         7         7
Vardas1579          Pavarde1579         4         5         8         4         7         2
Vardas1580          Pavarde1580         10        4         3         9         6         3
Vardas1581          Pavarde1581         1         3         5         10        1         5
Vardas1582          Pavarde1582         0         8         9         7         10        0
Vardas1583          Pavarde1583         5         3         7         4         4         0
Vardas1584          Pavarde1584         1         0         5         0         4         7
Vardas1585          Pavarde1585         9         2         10        9         1         10
Vardas1586          Pavarde1586         10        5         6         9         3         4
Vardas1587          Pavarde1587         6         4         2         10        2         6
Vardas1588          Pavarde1588         8         2         3         7         3         0
Vardas1589          Pavarde1589         5         4         4         3         9         0
Vardas1590          Pavarde1590         4         1         0         5         8         2
Vardas1591          Pavarde1591         4         10        6         6         1         3
Vardas1592          Pavarde1592         0         10        9         9         3         2
Vardas1593          Pavarde1593         9         4         8         8         9         10
Vardas1594          Pavarde1594         6         5         9         10        0         10
Vardas1595          Pavarde1595         9         7         6         7         10        3
Vardas1596          Pavarde1596         0         9         4         1         7         4
Vardas1597          Pavarde1597         9         2         4         1         10        3
Vardas1598          Pavarde1598         6         8         7         2         10        2
Vardas1599          Pavarde1599         7         10        2         3         2         3
Vardas1600          Pavarde1600         6         6         8         2         1         1
Vardas1601          Pavarde1601         7         4         5         3         3         6
Vardas1602          Pavarde1602         3         9         0         6         3         2
Vardas1603          Pavarde1603         4         8         8         1         10        5
Vardas1604          Pavarde1604         7         6         1         6         5         5
Vardas1605          Pavarde1605         1         5         0         10        6         1
Vardas1606          Pavarde1606         3         8         6         7         9         2
Vardas1607          Pavarde1607         1         2         10        6         4         9
Vardas1608          Pavarde1608         2         4         4         1         4         9
Vardas1609          Pavarde1609         3         9         9         10        2         7
Vardas1610          Pavarde1610         5         5         3         6         4         8
Vardas1611          Pavarde1611         10        7         5         9         3         5
Vardas1612          Pavarde1612         7         2         1         3         5         3
Vardas1613          Pavarde1613         6         2         2         9         10        1
Vardas1614          Pavarde1614         0         8         6         7         8         2
