Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egz.
Vardas558           Pavarde558          9         10        6         7         3         6
Vardas559           Pavarde559          9         1         8         1         7         2
Vardas560           Pavarde560          6         10        7         1         0         0
Vardas561           Pavarde561          5         4         3         3         8         0
Vardas562           Pavarde562          0         0         10        2         6         10
Vardas563           Pavarde563          8         8         2         0         8         7
Vardas564           Pavarde564          6         6         4         3         1         5
Vardas565           Pavarde565          9         10        0         9         9         9
Vardas566           Pavarde566          6         8         9         2         8         2
Vardas567           Pavarde567          8         9         1         6         5         6
Vardas568           Pavarde568          7         1         0         0         7         6
Vardas569           Pavarde569          6         5         4         9         3         1
Vardas570           Pavarde570          3         5         9         1         10        2
Vardas571           Pavarde571          3         10        5         7         2         0
Vardas572           Pavarde572          6         8         1         0         9         10
Vardas573           Pavarde573          10        1         9         0         2         9
Vardas574           Pavarde574          5         9         9         7         8         6
Vardas575           Pavarde575          5         6         3         1         8         5
Vardas576           Pavarde576          6         4         7         8         8         8
Vardas577           Pavarde577          7         6         0         3         7         4
Vardas578           Pavarde578          1         8         3         8         9         10
Vardas579           Pavarde579          2         2         4         5         4         10
Vardas580           Pavarde580          9         4         6         2         4         7
Vardas581           Pavarde581          3         6         0         2         4         9
Vardas582           Pavarde582          8         5         9         9         3         2
Vardas583           Pavarde583          5         9         7         1         7         2
Vardas584           Pavarde584          8         9         1         8         5         6
Vardas585           Pavarde585          5         5         1         1         4         3
Vardas586           Pavarde586          0         6         5         9         1         2
Vardas587           Pavarde587          5         6         1         10        6         9
Vardas588           Pavarde588          10        2         5         5         7         9
Vardas589           Pavarde589          3         3         4         0         4         3
Vardas590           Pavarde590          5         5         7         5         9         4
Vardas591           Pavarde591          2         5         9         5         4         4
Vardas592           Pavarde592          0         4         7         5         2         8
Vardas593           Pavarde593          1         4         2         3         7         6
Vardas594           Pavarde594          10        3         8         4         10        3
Vardas595           Pavarde595          8         2         7         2         7         9
Vardas596           Pavarde596          5         0         5         9         5         2
Vardas597           Pavarde597          7         9         3         8         10        8
Vardas598           Pavarde598          4         5         0         7         8         1
Vardas599           Pavarde599          5         6         9         5         2         9
Vardas600           Pavarde600          8         3         0         2         9         5
Vardas601           Pavarde601          7         6         2         4         4         3
Vardas602           Pavarde602          6         9         2         0         4         5
Vardas603           Pavarde603          10        1         9         1         9         8
Vardas604           Pavarde604          2         10        6         3         5         4
Vardas605           Pavarde605          10        5         6         3         9         4
Vardas606           Pavarde606          9         1         5         10        10        5
Vardas607           Pavarde607          1         5         6         4         3         3
Vardas608           Pavarde608          3         8         8         10        10        1
Vardas609           Pavarde609          0         9         3         7         6         8
Vardas610           Pavarde610          10        9         7         5         10        8
Vardas611           Pavarde611          7         7         10        8         2         9
Vardas612           Pavarde612          8         7         3         2         10        7
Vardas613           Pavarde613          7         1         5         5         6         7
Vardas614           Pavarde614          4         10        2         8         1         8
Vardas615           Pavarde615          3         7         6         9         1         3
Vardas616           Pavarde616          6         5         3         3         9         8
Vardas617           Pavarde617          10        9         4         9         7         7
Vardas618           Pavarde618          3         0         9         9         1         1
Vardas619           Pavarde619          7         9         1         4         0         9
Vardas620           Pavarde620          8         5         4         9         8         2
Vardas621           Pavarde621          10        1         5         3         8         7
Vardas622           Pavarde622          8         6         1         7         8         10
Vardas623           Pavarde623          7         0         8         5         10        3
Vardas624           Pavarde624          4         1         4         4         5         0
Vardas625           Pavarde625          5         5         6         10        8         7
Vardas626           Pavarde626          4         1         4         2         10        10
Vardas627           Pavarde627          8         4         2         9         0         8
Vardas628           Pavarde628          8         3         8         6         4         7
Vardas629           Pavarde629          5         6         8         7         8         7
Vardas630           Pavarde630          10        0         10        0         9         0
Vardas631           Pavarde631          9         5         2         9         10        2
Vardas632           Pavarde632          8         8         0         9         10        0
Vardas633           Pavarde633          3         0         6         9         4         0
Vardas634           Pavarde634          9         8         3         8         10        7
Vardas635           Pavarde635          0         6         8         10        10        10
Vardas636           Pavarde636          10        7         5         10        7         8
Vardas637           Pavarde637          1         5         4         10        6         2
Vardas638           Pavarde638          9         6         4         4         7         8
Vardas639           Pavarde639          3         3         8         4         5         2
Vardas640           Pavarde640          4         10        5         9         9         8
Vardas641           Pavarde641          3         8         6         5         6         1
Vardas642           Pavarde642          5         3         8         9         6         6
Vardas643           Pavarde643          1         5         1         10        8         6
Vardas644           Pavarde644          8         3         1         0         3         5
Vardas645           Pavarde645          4         4         1         9         4         4
Vardas646           Pavarde646          4         4         4         1         7         6
Vardas647           Pavarde647          3         0         8         9         7         5
Vardas648           Pavarde648          2         6         1         1         10        5
Vardas649           Pavarde649          9         4         5         1         10        5
Vardas650           Pavarde650          1         6         9         9         8         6
Vardas651           Pavarde651          7         0         8         9         10        9
Vardas652           Pavarde652          1         2         5         8         4         1
Vardas653           Pavarde653          2         8         8         5         8         3
Vardas654           Pavarde654          7         4         7         6         0         4
Vardas655           Pavarde655          0         1         1         7         3         9
Vardas656           Pavarde656          0         9         2         5         9         1
Vardas657           Pavarde657          2         10        1         3         1         2
Vardas658           Pavarde658          6         1         6         6         8         6
Vardas659           Pavarde659          10        4         7         3         0         9
Vardas660           Pavarde660          2         7         0         8         7         4
Vardas661           Pavarde661          1         1         5         0         9         5
Vardas662           Pavarde662          5         8         0         10        8         1
Vardas663           Pavarde663          3         10        1         6         1         6
Vardas664           Pavarde664          7         5         6         8         2         3
Vardas665           Pavarde665          0         4         2         4         1         1
Vardas666           Pavarde666          5         2         4         1         0         3
Vardas667           Pavarde667          9         8         5         1         8         9
Vardas668           Pavarde668          1         0         10        2         4         3
Vardas669           Pavarde669          7         0         1         0         9         10
Vardas670           Pavarde670          5         0         4         4         1         1
Vardas671           Pavarde671          1         1         1         5         7         7
Vardas672           Pavarde672          1         1         1         10        2         7
Vardas673           Pavarde673          5         8         0         4         0         1
Vardas674           Pavarde674          2         3         3         3         8         5
Vardas675           Pavarde675          10        1         3         5         9         7
Vardas676           Pavarde676          6         1         4         2         10        10
Vardas677           Pavarde677          9         5         4         7         6         9
Vardas678           Pavarde678          8         6         0         6         1         10
Vardas679           Pavarde679          7         5         7         8         2         2
Vardas680           Pavarde680          7         2         3         5         1         4
Vardas681           Pavarde681          9         5         10        2         1         1
Vardas682           Pavarde682          2         4         2         8         3         0
Vardas683           Pavarde683          10        10        7         4         1         7
Vardas684           Pavarde684          7         8         8         10        3         0
Vardas685           Pavarde685          9         4         3         6         7         3
Vardas686           Pavarde686          0         6         5         7         10        8
Vardas687           Pavarde687          5         0         6         9         6         2
Vardas688           Pavarde688          10        3         7         1         5         0
Vardas689           Pavarde689          3         3         4         2         1         10
Vardas690           Pavarde690          10        7         9         0         4         1
Vardas691           Pavarde691          7         9         7         6         9         1
Vardas692           Pavarde692          4         3         5         9         1         4
Vardas693           Pavarde693          1         4         8         3         5         4
Vardas694           Pavarde694          3         4         1         9         4         6
Vardas695           Pavarde695          4         5         5         2         2         8
Vardas696           Pavarde696          1         1         0         7         3         0
Vardas697           Pavarde697          7         10        0         10        10        3
Vardas698           Pavarde698          6         7         7         6         4         3
Vardas699           Pavarde699          8         7         3         8         3         0
Vardas700           Pavarde700          7         9         8         5         7         6
Vardas701           Pavarde701          6         2         4         7         6         4
Vardas702           Pavarde702          0         3         10        3         7         9
Vardas703           Pavarde703          2         9         4         1         3         0
Vardas704           Pavarde704          2         8         5         8         9         0
Vardas705           Pavarde705          4         1         6         8         1         6
Vardas706           Pavarde706          8         10        5         7         8         9
Vardas707           Pavarde707          0         7         5         7         8         1
Vardas708           Pavarde708          6         7         9         8         8         2
Vardas709           Pavarde709          7         3         7         10        8         8
Vardas710           Pavarde710          0         4         9         2         9         6
Vardas711           Pavarde711          2         0         6         7         10        0
Vardas712           Pavarde712          10        3         1         10        2         1
Vardas713           Pavarde713          5         9         5         8         4         5
Vardas714           Pavarde714          3         4         1         3         9         4
Vardas715           Pavarde715          1         9         3         7         5         4
Vardas716           Pavarde716          6         3         3         1         7         10
Vardas717           Pavarde717          3         2         4         9         5         1
Vardas718           Pavarde718          5         0         0         9         2         6
Vardas719           Pavarde719          7         10        9         3         6         10
Vardas720           Pavarde720          2         6         8         7         2         1
Vardas721           Pavarde721          1         7         10        1         7         10
Vardas722           Pavarde722          6         9         2         8         0         3
Vardas723           Pavarde723          5         8         4         3         3         2
Vardas724           Pavarde724          2         5         10        4         0         8
Vardas725           Pavarde725          10        2         5         1         10        5
Vardas726           Pavarde726          5         8         3         1         5         7
Vardas727           Pavarde727          0         8         2         8         7         9
Vardas728           Pavarde728          7         1         8         1         7         9
Vardas729           Pavarde729          5         6         1         10        2         6
Vardas730           Pavarde730          3         10        9         0         8         4
Vardas731           Pavarde731          10        9         10        7         9         9
Vardas732           Pavarde732          8         4         2         1         6         4
Vardas733           Pavarde733          6         1         7         10        5         3
Vardas734           Pavarde734          2         8         4         4         9         0
Vardas735           Pavarde735          0         8         6         10        1         2
Vardas736           Pavarde736          7         6         3         6         0         1
Vardas737           Pavarde737          1         5         4         2         0         10
Vardas738           Pavarde738          7         5         10        1         10        9
Vardas739           Pavarde739          6         2         8         3         0         2
Vardas740           Pavarde740          10        9         6         5         8         2
Vardas741           Pavarde741          9         1         8         3         5         8
Vardas742           Pavarde742          4         2         6         0         6         3
Vardas743           Pavarde743          5         0         1         4         5         8
Vardas744           Pavarde744          6         0         10        7         1         1
Vardas745           Pavarde745          9         4         9         2         9         8
Vardas746           Pavarde746          2         4         1         2         2         8
Vardas747           Pavarde747          2         2         5         5         10        10
Vardas748           Pavarde748          5         2         3         4         10        3
Vardas749           Pavarde749          6         1         9         4         10        10
Vardas750           Pavarde750          0         3         8         1         9         1
Vardas751           Pavarde751          8         1         0         4         0         9
Vardas752           Pavarde752          5         5         9         0         7         0
Vardas753           Pavarde753          3         0         3         0         10        8
Vardas754           Pavarde754          7         0         9         4         2         3
Vardas755           Pavarde755          1         0         10        4         10        8
Vardas756           Pavarde756          4         10        2         4         4         4
Vardas757           Pavarde757          0         8         1         1         9         6
Vardas758           Pavarde758          1         3         8         10        4         3
Vardas759           Pavarde759          7         3         4         6         0         10
Vardas760           Pavarde760          0         2         7         6         4         7
Vardas761           Pavarde761          7         3         8         4         6         4
Vardas762           Pavarde762          0         0         10        5         8         4
Vardas763           Pavarde763          7         7         4         2         6         9
Vardas764           Pavarde764          8         1         2         6         9         2
Vardas765           Pavarde765          0         3         3         4         10        3
Vardas766           Pavarde766          3         7         0         1         0         10
Vardas767           Pavarde767          9         7         3         2         4         4
Vardas768           Pavarde768          4         7         9         9         5         9
Vardas769           Pavarde769          4         2         1         8         4         0
Vardas770           Pavarde770          7         1         10        9         9         5
Vardas771           Pavarde771          1         7         8         10        4         0
Vardas772           Pavarde772          1         1         8         4         7         0
Vardas773           Pavarde773          1         8         7         3         1         0
Vardas774           Pavarde774          1         1         3         8         1         7
Vardas775           Pavarde775          8         7         3         10        2         7
Vardas776           Pavarde776          9         7         0         5         10        7
Vardas777           Pavarde777          7         0         7         8         10        10
Vardas778           Pavarde778          6         8         3         6         0         0
Vardas779           Pavarde779          9         9         2         4         6         10
Vardas780           Pavarde780          5         6         5         4         9         0
Vardas781           Pavarde781          4         8         1         2         5         7
Vardas782           Pavarde782          3         7         6         10        3         10
Vardas783           Pavarde783          5         3         10        10        1         6
Vardas784           Pavarde784          4         1         4         1         5         3
Vardas785           Pavarde785          2         7         10        3         0         9
Vardas786           Pavarde786          3         9         0         3         4         1
Vardas787           Pavarde787          0         7         10        2         1         3
Vardas788           Pavarde788          0         9         1         8         5         1
Vardas789           Pavarde789          4         3         5         7         7         9
Vardas790           Pavarde790          8         8         3         9         2         4
Vardas791           Pavarde791          5         6         2         3         9         4
Vardas792           Pavarde792          1         8         1         10        8         0
Vardas793           Pavarde793          1         9         3         4         2         7
Vardas794           Pavarde794          2         0         6         9         3         9
Vardas795           Pavarde795          5         10        6         1         9         5
Vardas796           Pavarde796          1         9         4         6         6         8
Vardas797           Pavarde797          1         3         1         5         10        7
Vardas798           Pavarde798          9         6         9         9         6         2
Vardas799           Pavarde799          0         5         10        6         6         10
Vardas800           Pavarde800          3         8         1         8         5         7
Vardas801           Pavarde801          6         5         6         7         0         4
Vardas802           Pavarde802          7         8         0         8         1         3
Vardas803           Pavarde803          4         2         6         9         8         10
Vardas804           Pavarde804          1         7         8         2         0         2
Vardas805           Pavarde805          4         3         10        10        4         4
Vardas806           Pavarde806          4         1         10        5         10        8
Vardas807           Pavarde807          8         5         0         4         6         10
Vardas808           Pavarde808          3         3         3         2         9         2
Vardas809           Pavarde809          4         2         4         2         0         5
Vardas810           Pavarde810          9         4         9         8         3         7
Vardas811           Pavarde811          10        6         4         8         4         9
Vardas812           Pavarde812          2         9         3         9         1         8
Vardas813           Pavarde813          1         2         7         4         0         9
Vardas814           Pavarde814          10        10        4         0         4         0
Vardas815           Pavarde815          2         6         9         1         4         5
Vardas816           Pavarde816          3         1         1         3         10        2
Vardas817           Pavarde817          1         8         2         1         0         1
Vardas818           Pavarde818          5         1         2         5         1         1
Vardas819           Pavarde819          8         0         3         10        9         10
Vardas820           Pavarde820          7         9         6         8         10        8
Vardas821           Pavarde821          10        3         5         7         4         5
Vardas822           Pavarde822          7         4         4         1         9         9
Vardas823           Pavarde823          0         5         4         8         9         1
Vardas824           Pavarde824          3         9         1         8         5         7
Vardas825           Pavarde825          9         3         8         4         4         8
Vardas826           Pavarde826          7         0         8         3         6         6
Vardas827           Pavarde827          0         9         2         7         0         7
Vardas828           Pavarde828          8         8         5         5         4         7
Vardas829           Pavarde829          3         2         9         10        5         2
Vardas830           Pavarde830          8         2         2         3         3         0
Vardas831           Pavarde831          0         1         3         9         2         2
Vardas832           Pavarde832          1         7         8         8         7         7
Vardas833           Pavarde833          3         6         9         4         0         8
Vardas834           Pavarde834          9         1         5         3         9         2
Vardas835           Pavarde835          6         0         8         5         9         6
Vardas836           Pavarde836          6         2         10        4         5         7
Vardas837           Pavarde837          6         3         1         7         2         2
Vardas838           Pavarde838          5         8         2         1         0         5
Vardas839           Pavarde839          3         10        8         10        8         5
Vardas840           Pavarde840          4         3         5         6         0         3
Vardas841           Pavarde841          6         5         5         4         10        9
Vardas842           Pavarde842          6         4         5         9         10        8
Vardas843           Pavarde843          4         2         1         4         9         3
Vardas844           Pavarde844          6         5         3         6         9         6
Vardas845           Pavarde845          2         7         1         9         7         0
Vardas846           Pavarde846          5         7         3         0         9         5
Vardas847           Pavarde847          5         1         0         7         1         8
Vardas848           Pavarde848          6         9         10        4         4         4
Vardas849           Pavarde849          10        9         5         7         5         9
Vardas850           Pavarde850          7         0         7         2         2         5
Vardas851           Pavarde851          3         3         8         0         10        10
Vardas852           Pavarde852          2         0         4         5         3         0
Vardas853           Pavarde853          7         5         10        6         3         7
Vardas854           Pavarde854          2         6         3         2         10        5
Vardas855           Pavarde855          3         3         1         0         5         6
Vardas856           Pavarde856          8         8         1         5         3         2
Vardas857           Pavarde857          2         0         10        5         9         2
Vardas858           Pavarde858          7         0         5         8         10        6
Vardas859           Pavarde859          1         5         8         2         2         4
Vardas860           Pavarde860          8         10        4         1         5         5
Vardas861           Pavarde861          1         7         10        8         5         10
Vardas862           Pavarde862          5         6         1         9         9         7
Vardas863           Pavarde863          8         5         1         3         6         5
Vardas864           Pavarde864          7         1         5         3         4         3
Vardas865           Pavarde865          6         5         3         7         1         2
Vardas866           Pavarde866          7         8         6         8         5         10
Vardas867           Pavarde867          0         3         5         4         2         9
Vardas868           Pavarde868          6         0         5         4         9         1
Vardas869           Pavarde869          3         9         2         3         2         5
Vardas870           Pavarde870          0         0         7         5         0         4
Vardas871           Pavarde871          5         0         6         9         7         10
Vardas872           Pavarde872          6         1         6         6         3         1
Vardas873           Pavarde873          0         5         3         1         5         5
Vardas874           Pavarde874          8         9         9         0         2         7
Vardas875           Pavarde875          5         6         10        9         1         0
Vardas876           Pavarde876          0         1         5         3         4         2
Vardas877           Pavarde877          8         6         5         3         8         9
Vardas878           Pavarde878          5         5         6         0         7         5
Vardas879           Pavarde879          6         1         9         4         4         8
Vardas880           Pavarde880          5         2         1         6         1         6
Vardas881           Pavarde881          0         8         10        2         4         0
Vardas882           Pavarde882          2         1         2         8         1         3
Vardas883           Pavarde883          4         4         10        9         3         2
Vardas884           Pavarde884          0         5         2         8         2         6
Vardas885           Pavarde885          6         10        2         4         1         4
Vardas886           Pavarde886          4         10        10        9         4         10
Vardas887           Pavarde887          10        8         10        1         6         6
Vardas888           Pavarde888          1         2         1         6         2         0
Vardas889           Pavarde889          9         6         10        5         0         10
Vardas890           Pavarde890          4         9         8         0         0         8
Vardas891           Pavarde891          8         4         3         0         0         5
Vardas892           Pavarde892          2         6         6         10        2         9
Vardas893           Pavarde893          6         6         7         2         8         5
Vardas894           Pavarde894          6         7         7         8         3         6
Vardas895           Pavarde895          4         9         3         0         0         2
Vardas896           Pavarde896          9         3         4         5         8         1
Vardas897           Pavarde897          9         9         3         8         8         9
Vardas898           Pavarde898          4         5         3         0         7         4
Vardas899           Pavarde899          7         6         8         10        5         7
Vardas900           Pavarde900          8         7         8         9         9         4
Vardas901           Pavarde901          1         5         6         9         10        7
Vardas902           Pavarde902          3         4         9         4         0         0
Vardas903           Pavarde903          3         6         4         2         0         2
Vardas904           Pavarde904          1         8         7         7         7         1
Vardas905           Pavarde905          2         3         1         3         10        2
Vardas906           Pavarde906          6         8         2         5         1         1
Vardas907           Pavarde907          3         7         8         8         3         0
Vardas908           Pavarde908          5         4         0         7         4         6
Vardas909           Pavarde909          4         7         7         1         3         7
Vardas910           Pavarde910          5         0         10        8         5         6
Vardas911           Pavarde911          5         6         6         0         4         2
Vardas912           Pavarde912          2         6         1         0         3         9
Vardas913           Pavarde913          6         4         0         4         2         8
Vardas914           Pavarde914          8         1         9         9         5         5
Vardas915           Pavarde915          7         10        5         3         5         7
Vardas916           Pavarde916          10        10        0         9         5         4
Vardas917           Pavarde917          1         10        3         9         6         5
Vardas918           Pavarde918          3         3         0         8         2         7
Vardas919           Pavarde919          0         1         9         6         2         1
Vardas920           Pavarde920          3         6         7         8         8         4
Vardas921           Pavarde921          10        5         6         4         3         3
Vardas922           Pavarde922          7         9         10        7         4         2
Vardas923           Pavarde923          0         6         9         5         1         8
Vardas924           Pavarde924          4         4         9         8         8         7
Vardas925           Pavarde925          5         8         6         10        6         6
Vardas926           Pavarde926          2         1         3         10        6         3
Vardas927           Pavarde927          4         0         5         0         4         4
Vardas928           Pavarde928          4         0         8         6         5         5
Vardas929           Pavarde929          1         8         5         10        7         2
Vardas930           Pavarde930          3         2         2         4         4         0
Vardas931           Pavarde931          7         7         5         4         8         10
Vardas932           Pavarde932          1         2         2         4         1         0
Vardas933           Pavarde933          8         2         3         0         8         9
Vardas934           Pavarde934          7         4         7         8         3         1
Vardas935           Pavarde935          1         3         10        10        6         10
Vardas936           Pavarde936          9         7         6         8         10        0
Vardas937           Pavarde937          3         8         8         0         2         7
Vardas938           Pavarde938          10        10        7         8         10        0
Vardas939           Pavarde939          8         6         0         4         5         5
Vardas940           Pavarde940          2         10        0         0         3         5
Vardas941           Pavarde941          6         1         7         4         7         7
Vardas942           Pavarde942          9         3         6         3         4         9
Vardas943           Pavarde943          8         3         9         0         1         5
Vardas944           Pavarde944          0         4         7         7         7         4
Vardas945           Pavarde945          7         8         5         0         8         2
Vardas946           Pavarde946          0         4         1         1         8         10
Vardas947           Pavarde947          5         7         9         9         2         6
Vardas948           Pavarde948          6         7         5         4         7         4
Vardas949           Pavarde949          7         2         5         1         0         7
Vardas950           Pavarde950          2         3         2         0         8         9
Vardas951           Pavarde951          1         8         8         5         9         5
Vardas952           Pavarde952          7         5         5         1         10        1
Vardas953           Pavarde953          0         6         4         1         1         8
Vardas954           Pavarde954          4         4         7         8         8         9
Vardas955           Pavarde955          8         5         10        3         8         2
Vardas956           Pavarde956          8         8         5         2         6         5
Vardas957           Pavarde957          0         2         2         1         8         6
Vardas958           Pavarde958          2         8         9         7         8         5
Vardas959           Pavarde959          1         10        10        2         0         10
Vardas960           Pavarde960          0         5         2         0         1         7
Vardas961           Pavarde961          10        5         4         2         2         8
Vardas962           Pavarde962          3         10        4         7         3         2
Vardas963           Pavarde963          8         3         2         8         5         6
Vardas964           Pavarde964          9         8         6         1         0         7
Vardas965           Pavarde965          6         9         1         2         6         0
Vardas966           Pavarde966          9         0         4         2         2         4
Vardas967           Pavarde967          10        1         3         0         3         6
Vardas968           Pavarde968          0         10        4         7         0         4
Vardas969           Pavarde969          9         7         3         6         5         10
Vardas970           Pavarde970          7         8         1         8         1         7
Vardas971           Pavarde971          9         0         3         5         4         6
Vardas972           Pavarde972          10        5         1         7         5         2
Vardas973           Pavarde973          6         8         4         2         4         10
Vardas974           Pavarde974          2         8         1         2         9         7
Vardas975           Pavarde975          4         6         10        4         10        2
Vardas976           Pavarde976          4         1         5         9         9         5
Vardas977           Pavarde977          10        10        9         0         8         4
Vardas978           Pavarde978          10        0         3         5         10        6
Vardas979           Pavarde979          3         1         5         4         1         10
Vardas980           Pavarde980          5         9         4         5         1         2
Vardas981           Pavarde981          7         10        1         7         7         3
Vardas982           Pavarde982          9         1         5         5         3         3
Vardas983           Pavarde983          4         4         10        8         4         7
Vardas984           Pavarde984          9         3         5         3         3         4
Vardas985           Pavarde985          9         0         8         6         7         10
Vardas986           Pavarde986          9         10        6         1         5         0
Vardas987           Pavarde987          0         9         1         1         3         4
Vardas988           Pavarde988          0         9         10        5         8         4
Vardas989           Pavarde989          3         8         1         10        6         9
Vardas990           Pavarde990          4         6         8         3         8         5
Vardas991           Pavarde991          8         1         6         5         8         4
Vardas992           Pavarde992          0         2         4         8         10        5
Vardas993           Pavarde993          9         5         4         3         3         0
Vardas994           Pavarde994          3         3         6         3         8         5
Vardas995           Pavarde995          7         3         4         10        4         9
Vardas996           Pavarde996          2         5         0         10        10        1
Vardas997           Pavarde997          0         7         0         8         10        0
Vardas998           Pavarde998          6         5         3         3         6         6
Vardas999           Pavarde999          5         5         7         5         10        9
Vardas1000          Pavarde1000         9         5         4         2         0         2
