Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egz.
Vardas558           Pavarde558          5         9         0         9         2         3
Vardas559           Pavarde559          5         7         0         2         1         7
Vardas560           Pavarde560          10        10        5         5         0         4
Vardas561           Pavarde561          0         6         0         8         10        10
Vardas562           Pavarde562          6         2         6         7         1         6
Vardas563           Pavarde563          9         9         3         1         7         3
Vardas564           Pavarde564          3         5         9         7         0         7
Vardas565           Pavarde565          6         3         4         10        3         5
Vardas566           Pavarde566          7         9         9         8         9         9
Vardas567           Pavarde567          4         2         4         10        1         4
Vardas568           Pavarde568          7         2         7         4         2         6
Vardas569           Pavarde569          4         10        0         8         6         8
Vardas570           Pavarde570          10        9         6         8         10        10
Vardas571           Pavarde571          2         2         10        6         6         1
Vardas572           Pavarde572          4         7         2         2         5         6
Vardas573           Pavarde573          0         2         5         9         9         10
Vardas574           Pavarde574          6         0         3         10        1         5
Vardas575           Pavarde575          3         4         4         3         9         4
Vardas576           Pavarde576          5         6         4         0         10        7
Vardas577           Pavarde577          5         8         7         5         2         1
Vardas578           Pavarde578          4         5         10        5         0         0
Vardas579           Pavarde579          10        3         8         5         9         1
Vardas580           Pavarde580          0         5         8         0         4         10
Vardas581           Pavarde581          1         8         1         3         1         7
Vardas582           Pavarde582          3         1         4         7         7         0
Vardas583           Pavarde583          7         10        0         3         0         6
Vardas584           Pavarde584          5         1         0         2         0         10
Vardas585           Pavarde585          4         6         7         9         4         1
Vardas586           Pavarde586          7         7         2         4         8         7
Vardas587           Pavarde587          9         2         3         1         1         6
Vardas588           Pavarde588          4         6         3         0         9         10
Vardas589           Pavarde589          2         6         3         0         8         4
Vardas590           Pavarde590          9         7         1         6         6         1
Vardas591           Pavarde591          5         2         8         1         1         10
Vardas592           Pavarde592          6         10        5         5         3         8
Vardas593           Pavarde593          3         6         1         9         8         5
Vardas594           Pavarde594          8         1         1         3         6         1
Vardas595           Pavarde595          4         10        0         1         3         1
Vardas596           Pavarde596          0         6         10        4         9         10
Vardas597           Pavarde597          4         4         9         9         0         2
Vardas598           Pavarde598          5         10        6         6         6         1
Vardas599           Pavarde599          10        7         6         6         0         4
Vardas600           Pavarde600          7         10        3         4         0         5
Vardas601           Pavarde601          4         6         6         5         1         2
Vardas602           Pavarde602          3         10        2         3         3         5
Vardas603           Pavarde603          2         9         6         5         2         4
Vardas604           Pavarde604          8         2         7         0         9         4
Vardas605           Pavarde605          2         7         10        10        8         9
Vardas606           Pavarde606          9         1         3         0         5         2
Vardas607           Pavarde607          1         3         9         6         2         3
Vardas608           Pavarde608          1         5         0         8         8         9
Vardas609           Pavarde609          4         8         5         6         6         8
Vardas610           Pavarde610          8         1         1         6         5         1
Vardas611           Pavarde611          0         7         10        4         1         8
Vardas612           Pavarde612          3         6         8         8         4         3
Vardas613           Pavarde613          0         5         6         10        3         0
Vardas614           Pavarde614          7         3         0         2         3         6
Vardas615           Pavarde615          9         7         8         10        2         9
Vardas616           Pavarde616          2         3         1         0         5         7
Vardas617           Pavarde617          5         9         5         4         8         3
Vardas618           Pavarde618          10        2         1         7         1         5
Vardas619           Pavarde619          10        3         7         5         1         9
Vardas620           Pavarde620          5         4         7         8         10        7
Vardas621           Pavarde621          9         2         9         6         8         8
Vardas622           Pavarde622          8         4         2         8         3         10
Vardas623           Pavarde623          7         1         5         8         5         2
Vardas624           Pavarde624          6         5         4         2         0         6
Vardas625           Pavarde625          4         2         6         5         0         5
Vardas626           Pavarde626          5         2         2         2         2         7
Vardas627           Pavarde627          7         3         2         6         8         1
Vardas628           Pavarde628          4         5         8         10        6         6
Vardas629           Pavarde629          6         5         5         2         8         5
Vardas630           Pavarde630          9         1         5         8         3         10
Vardas631           Pavarde631          7         9         5         10        6         2
Vardas632           Pavarde632          6         6         1         4         10        4
Vardas633           Pavarde633          2         0         4         0         1         9
Vardas634           Pavarde634          8         2         0         2         1         0
Vardas635           Pavarde635          5         10        7         9         4         1
Vardas636           Pavarde636          2         3         7         4         1         8
Vardas637           Pavarde637          9         2         7         8         3         4
Vardas638           Pavarde638          8         3         7         8         3         0
Vardas639           Pavarde639          2         7         4         2         6         5
Vardas640           Pavarde640          1         8         9         3         8         7
Vardas641           Pavarde641          1         2         10        2         9         9
Vardas642           Pavarde642          0         5         9         3         5         10
Vardas643           Pavarde643          7         0         3         8         10        0
Vardas644           Pavarde644          4         10        1         1         4         6
Vardas645           Pavarde645          2         4         1         2         6         1
Vardas646           Pavarde646          2         6         9         4         0         7
Vardas647           Pavarde647          0         3         7         5         5         4
Vardas648           Pavarde648          4         3         7         7         7         8
Vardas649           Pavarde649          8         5         1         2         4         6
Vardas650           Pavarde650          5         7         9         10        8         6
Vardas651           Pavarde651          3         1         3         1         4         5
Vardas652           Pavarde652          5         1         1         6         5         0
Vardas653           Pavarde653          10        10        0         5         3         3
Vardas654           Pavarde654          2         9         10        1         7         4
Vardas655           Pavarde655          1         2         7         7         9         5
Vardas656           Pavarde656          0         8         9         1         7         2
Vardas657           Pavarde657          9         0         4         0         8         6
Vardas658           Pavarde658          3         8         4         8         0         1
Vardas659           Pavarde659          3         2         4         7         7         1
Vardas660           Pavarde660          6         2         0         1         6         5
Vardas661           Pavarde661          0         0         1         3         4         10
Vardas662           Pavarde662          6         6         0         9         4         10
Vardas663           Pavarde663          0         8         8         7         0         3
Vardas664           Pavarde664          5         6         8         8         10        1
Vardas665           Pavarde665          9         8         4         2         1         0
Vardas666           Pavarde666          10        5         9         6         0         7
Vardas667           Pavarde667          8         3         2         0         0         1
Vardas668           Pavarde668          5         2         10        8         6         4
Vardas669           Pavarde669          0         4         10        6         9         9
Vardas670           Pavarde670          8         8         7         6         2         4
Vardas671           Pavarde671          3         7         0         0         7         0
Vardas672           Pavarde672          3         1         0         6         4         1
Vardas673           Pavarde673          5         3         8         1         3         0
Vardas674           Pavarde674          4         10        7         5         5         5
Vardas675           Pavarde675          5         6         1         9         6         0
Vardas676           Pavarde676          4         3         5         1         8         7
Vardas677           Pavarde677          6         10        2         2         6         7
Vardas678           Pavarde678          0         3         3         7         9         8
Vardas679           Pavarde679          5         2         4         10        7         5
Vardas680           Pavarde680          7         10        2         4         9         3
Vardas681           Pavarde681          10        3         8         9         6         7
Vardas682           Pavarde682          5         5         0         7         0         4
Vardas683           Pavarde683          9         2         10        9         6         5
Vardas684           Pavarde684          1         8         0         7         1         6
Vardas685           Pavarde685          4         3         5         3         1         8
Vardas686           Pavarde686          0         2         7         0         3         7
Vardas687           Pavarde687          7         6         8         8         0         10
Vardas688           Pavarde688          10        4         10        9         5         1
Vardas689           Pavarde689          2         9         7         8         6         3
Vardas690           Pavarde690          0         3         2         4         3         4
Vardas691           Pavarde691          2         0         8         0         6         6
Vardas692           Pavarde692          4         3         0         2         4         2
Vardas693           Pavarde693          2         0         8         0         6         7
Vardas694           Pavarde694          10        3         4         10        9         1
Vardas695           Pavarde695          2         0         8         6         9         8
Vardas696           Pavarde696          3         1         4         6         5         7
Vardas697           Pavarde697          3         0         8         5         9         6
Vardas698           Pavarde698          6         1         5         2         4         8
Vardas699           Pavarde699          4         10        3         7         0         10
Vardas700           Pavarde700          8         4         7         6         5         9
Vardas701           Pavarde701          7         9         0         5         3         6
Vardas702           Pavarde702          1         7         4         4         5         2
Vardas703           Pavarde703          4         8         4         7         6         3
Vardas704           Pavarde704          4         8         0         6         10        0
Vardas705           Pavarde705          7         3         7         4         6         10
Vardas706           Pavarde706          2         0         10        9         1         8
Vardas707           Pavarde707          10        9         1         7         7         1
Vardas708           Pavarde708          1         5         2         9         3         4
Vardas709           Pavarde709          10        3         0         3         0         2
Vardas710           Pavarde710          9         9         7         0         5         1
Vardas711           Pavarde711          10        9         4         7         7         10
Vardas712           Pavarde712          0         2         6         4         0         4
Vardas713           Pavarde713          0         4         3         4         10        0
Vardas714           Pavarde714          1         10        1         2         7         7
Vardas715           Pavarde715          10        10        1         10        2         6
Vardas716           Pavarde716          8         4         2         3         5         10
Vardas717           Pavarde717          6         8         0         0         1         9
Vardas718           Pavarde718          4         3         7         6         8         8
Vardas719           Pavarde719          8         9         10        10        0         6
Vardas720           Pavarde720          6         1         10        9         0         9
Vardas721           Pavarde721          0         4         7         1         4         7
Vardas722           Pavarde722          0         5         3         8         8         7
Vardas723           Pavarde723          7         1         1         9         5         6
Vardas724           Pavarde724          10        7         1         8         7         2
Vardas725           Pavarde725          2         5         6         4         0         7
Vardas726           Pavarde726          9         6         5         2         2         1
Vardas727           Pavarde727          6         1         6         6         7         1
Vardas728           Pavarde728          7         10        2         6         9         7
Vardas729           Pavarde729          8         10        0         6         10        2
Vardas730           Pavarde730          7         5         3         1         9         2
Vardas731           Pavarde731          6         4         2         8         4         7
Vardas732           Pavarde732          6         2         0         10        5         7
Vardas733           Pavarde733          3         10        4         9         5         8
Vardas734           Pavarde734          0         2         8         7         0         8
Vardas735           Pavarde735          3         8         3         10        8         1
Vardas736           Pavarde736          0         7         7         7         4         8
Vardas737           Pavarde737          8         3         10        3         10        2
Vardas738           Pavarde738          2         4         4         1         9         10
Vardas739           Pavarde739          4         7         1         0         3         8
Vardas740           Pavarde740          4         1         4         3         9         6
Vardas741           Pavarde741          6         3         2         10        6         1
Vardas742           Pavarde742          6         4         7         3         7         6
Vardas743           Pavarde743          8         6         7         3         1         7
Vardas744           Pavarde744          3         1         4         6         2         3
Vardas745           Pavarde745          5         8         2         10        6         2
Vardas746           Pavarde746          9         0         10        6         2         10
Vardas747           Pavarde747          5         4         0         3         10        2
Vardas748           Pavarde748          10        6         1         7         7         7
Vardas749           Pavarde749          5         2         1         0         1         6
Vardas750           Pavarde750          9         10        5         0         0         9
Vardas751           Pavarde751          9         5         7         0         4         6
Vardas752           Pavarde752          0         3         1         10        8         2
Vardas753           Pavarde753          7         1         8         3         7         1
Vardas754           Pavarde754          7         0         1         2         10        8
Vardas755           Pavarde755          7         0         8         4         7         9
Vardas756           Pavarde756          5         7         8         2         1         10
Vardas757           Pavarde757          8         0         1         8         2         5
Vardas758           Pavarde758          10        3         5         4         1         4
Vardas759           Pavarde759          6         3         3         7         5         9
Vardas760           Pavarde760          5         3         3         5         10        1
Vardas761           Pavarde761          8         4         8         1         0         0
Vardas762           Pavarde762          1         0         5         8         8         0
Vardas763           Pavarde763          0         5         7         7         10        1
Vardas764           Pavarde764          3         8         4         9         4         0
Vardas765           Pavarde765          0         7         10        8         9         4
Vardas766           Pavarde766          0         9         5         3         6         9
Vardas767           Pavarde767          3         8         8         0         0         8
Vardas768           Pavarde768          4         3         0         7         10        9
Vardas769           Pavarde769          0         8         8         8         1         0
Vardas770           Pavarde770          1         4         1         1         0         2
Vardas771           Pavarde771          1         9         3         0         4         0
Vardas772           Pavarde772          8         7         4         0         0         6
Vardas773           Pavarde773          5         8         6         7         2         6
Vardas774           Pavarde774          0         5         2         2         1         2
Vardas775           Pavarde775          9         7         3         3         6         5
Vardas776           Pavarde776          9         0         1         1         9         5
Vardas777           Pavarde777          2         3         5         3         10        8
Vardas778           Pavarde778          8         7         0         5         7         7
Vardas779           Pavarde779          9         7         1         1         1         1
Vardas780           Pavarde780          6         4         7         8         10        10
Vardas781           Pavarde781          9         4         1         6         1         3
Vardas782           Pavarde782          7         9         4         2         6         10
Vardas783           Pavarde783          7         6         5         4         4         4
Vardas784           Pavarde784          5         1         6         10        1         2
Vardas785           Pavarde785          8         9         8         5         0         9
Vardas786           Pavarde786          7         3         7         3         4         8
Vardas787           Pavarde787          0         8         3         4         7         0
Vardas788           Pavarde788          0         8         9         1         1         3
Vardas789           Pavarde789          6         3         0         6         4         6
Vardas790           Pavarde790          2         2         5         8         0         8
Vardas791           Pavarde791          10        7         6         3         0         0
Vardas792           Pavarde792          1         8         8         4         9         10
Vardas793           Pavarde793          9         7         10        0         4         6
Vardas794           Pavarde794          1         4         6         9         7         7
Vardas795           Pavarde795          1         2         9         3         10        10
Vardas796           Pavarde796          5         1         9         10        5         3
Vardas797           Pavarde797          8         10        2         2         9         4
Vardas798           Pavarde798          10        2         7         5         0         1
Vardas799           Pavarde799          7         4         10        6         4         4
Vardas800           Pavarde800          7         3         8         5         7         6
Vardas801           Pavarde801          4         6         10        1         6         1
Vardas802           Pavarde802          4         3         8         2         6         5
Vardas803           Pavarde803          4         1         6         0         6         5
Vardas804           Pavarde804          3         4         7         4         9         0
Vardas805           Pavarde805          8         7         1         1         0         8
Vardas806           Pavarde806          3         5         3         5         8         8
Vardas807           Pavarde807          6         9         3         1         5         4
Vardas808           Pavarde808          5         7         9         9         8         6
Vardas809           Pavarde809          6         4         1         10        1         3
Vardas810           Pavarde810          9         7         1         5         10        8
Vardas811           Pavarde811          0         5         5         8         1         7
Vardas812           Pavarde812          5         0         7         7         8         1
Vardas813           Pavarde813          4         0         6         2         3         2
Vardas814           Pavarde814          0         3         10        7         5         2
Vardas815           Pavarde815          6         0         1         9         1         5
Vardas816           Pavarde816          3         4         6         8         3         8
Vardas817           Pavarde817          1         10        6         3         6         5
Vardas818           Pavarde818          7         9         6         0         1         8
Vardas819           Pavarde819          3         8         0         6         3         1
Vardas820           Pavarde820          10        7         8         3         4         5
Vardas821           Pavarde821          10        2         0         3         1         7
Vardas822           Pavarde822          3         2         9         7         5         4
Vardas823           Pavarde823          9         7         6         4         2         2
Vardas824           Pavarde824          5         5         0         8         6         3
Vardas825           Pavarde825          0         7         8         10        1         7
Vardas826           Pavarde826          3         2         1         9         9         10
Vardas827           Pavarde827          2         5         6         5         7         7
Vardas828           Pavarde828          7         5         7         1         2         3
Vardas829           Pavarde829          5         7         10        4         1         9
Vardas830           Pavarde830          0         7         0         7         8         7
Vardas831           Pavarde831          9         2         2         6         1         0
Vardas832           Pavarde832          5         10        6         4         7         6
Vardas833           Pavarde833          4         7         4         5         2         9
Vardas834           Pavarde834          8         6         5         8         1         8
Vardas835           Pavarde835          6         8         8         2         4         2
Vardas836           Pavarde836          9         1         6         4         0         10
Vardas837           Pavarde837          1         0         3         6         3         1
Vardas838           Pavarde838          4         0         7         0         6         2
Vardas839           Pavarde839          5         0         1         0         8         8
Vardas840           Pavarde840          2         8         7         8         1         3
Vardas841           Pavarde841          6         9         6         8         1         8
Vardas842           Pavarde842          10        10        0         0         0         8
Vardas843           Pavarde843          4         3         0         4         9         3
Vardas844           Pavarde844          9         10        10        4         10        3
Vardas845           Pavarde845          0         8         4         8         8         3
Vardas846           Pavarde846          3         3         10        0         0         4
Vardas847           Pavarde847          4         0         5         0         7         1
Vardas848           Pavarde848          4         4         2         5         6         4
Vardas849           Pavarde849          10        4         9         0         1         6
Vardas850           Pavarde850          2         9         1         10        10        2
Vardas851           Pavarde851          4         10        1         7         2         7
Vardas852           Pavarde852          2         7         6         1         2         1
Vardas853           Pavarde853          10        3         1         0         0         9
Vardas854           Pavarde854          9         7         10        5         1         0
Vardas855           Pavarde855          9         8         5         6         4         6
Vardas856           Pavarde856          0         8         7         7         6         3
Vardas857           Pavarde857          7         0         8         1         4         7
Vardas858           Pavarde858          6         2         8         3         7         0
Vardas859           Pavarde859          1         7         8         6         9         8
Vardas860           Pavarde860          6         8         8         7         7         3
Vardas861           Pavarde861          1         8         10        9         10        2
Vardas862           Pavarde862          1         0         7         3         4         2
Vardas863           Pavarde863          7         4         3         7         1         4
Vardas864           Pavarde864          0         4         3         3         8         7
Vardas865           Pavarde865          8         6         6         2         8         1
Vardas866           Pavarde866          5         2         1         3         5         10
Vardas867           Pavarde867          10        1         7         3         6         1
Vardas868           Pavarde868          1         3         10        6         4         5
Vardas869           Pavarde869          0         3         0         8         0         8
Vardas870           Pavarde870          3         10        0         7         5         4
Vardas871           Pavarde871          9         4         6         10        2         6
Vardas872           Pavarde872          9         5         10        10        2         1
Vardas873           Pavarde873          5         9         2         5         10        8
Vardas874           Pavarde874          5         5         7         0         1         1
Vardas875           Pavarde875          8         8         9         9         6         10
Vardas876           Pavarde876          9         1         0         10        1         3
Vardas877           Pavarde877          5         10        8         2         3         1
Vardas878           Pavarde878          9         0         2         5         1         6
Vardas879           Pavarde879          9         6         0         5         8         8
Vardas880           Pavarde880          5         4         9         3         4         10
Vardas881           Pavarde881          7         0         9         1         5         6
Vardas882           Pavarde882          5         2         9         1         3         1
Vardas883           Pavarde883          4         10        5         2         7         3
Vardas884           Pavarde884          4         3         9         10        0         6
Vardas885           Pavarde885          0         10        3         8         4         3
Vardas886           Pavarde886          4         0         8         10        6         1
Vardas887           Pavarde887          7         0         4         10        10        4
Vardas888           Pavarde888          1         1         9         5         8         3
Vardas889           Pavarde889          3         10        2         0         3         8
Vardas890           Pavarde890          6         1         5         6         10        3
Vardas891           Pavarde891          6         8         8         5         5         2
Vardas892           Pavarde892          4         3         4         1         2         8
Vardas893           Pavarde893          3         2         5         6         3         6
Vardas894           Pavarde894          4         9         4         7         4         1
Vardas895           Pavarde895          5         4         1         7         2         8
Vardas896           Pavarde896          5         5         0         4         4         9
Vardas897           Pavarde897          3         5         10        8         8         0
Vardas898           Pavarde898          9         5         4         8         0         6
Vardas899           Pavarde899          1         8         4         2         1         2
Vardas900           Pavarde900          8         4         2         6         0         6
Vardas901           Pavarde901          10        0         3         4         8         7
Vardas902           Pavarde902          7         3         2         8         3         9
Vardas903           Pavarde903          0         3         8         7         8         10
Vardas904           Pavarde904          5         9         1         8         0         7
Vardas905           Pavarde905          3         10        9         10        2         4
Vardas906           Pavarde906          4         8         9         6         0         10
Vardas907           Pavarde907          5         6         3         3         6         2
Vardas908           Pavarde908          1         9         10        2         7         0
Vardas909           Pavarde909          4         5         8         4         1         6
Vardas910           Pavarde910          7         8         4         10        6         3
Vardas911           Pavarde911          6         5         2         5         10        9
Vardas912           Pavarde912          4         0         7         9         10        9
Vardas913           Pavarde913          3         10        8         7         10        5
Vardas914           Pavarde914          6         2         9         2         7         4
Vardas915           Pavarde915          4         8         4         9         6         6
Vardas916           Pavarde916          5         4         10        3         0         3
Vardas917           Pavarde917          9         0         4         2         9         7
Vardas918           Pavarde918          10        0         10        1         10        8
Vardas919           Pavarde919          4         3         4         0         8         9
Vardas920           Pavarde920          2         0         10        10        8         8
Vardas921           Pavarde921          10        4         9         6         0         9
Vardas922           Pavarde922          7         2         6         4         7         0
Vardas923           Pavarde923          8         10        7         2         9         3
Vardas924           Pavarde924          4         10        10        0         1         2
Vardas925           Pavarde925          3         3         0         6         5         9
Vardas926           Pavarde926          4         5         0         9         8         3
Vardas927           Pavarde927          1         5         9         10        3         3
Vardas928           Pavarde928          1         6         3         4         6         9
Vardas929           Pavarde929          0         3         1         3         8         2
Vardas930           Pavarde930          0         1         8         6         2         8
Vardas931           Pavarde931          4         10        8         1         6         0
Vardas932           Pavarde932          9         5         6         9         8         5
Vardas933           Pavarde933          1         1         2         8         7         5
Vardas934           Pavarde934          5         8         1         10        6         0
Vardas935           Pavarde935          6         9         6         9         2         1
Vardas936           Pavarde936          1         5         10        8         10        0
Vardas937           Pavarde937          9         2         9         4         10        10
Vardas938           Pavarde938          8         5         1         7         5         1
Vardas939           Pavarde939          8         3         9         8         4         0
Vardas940           Pavarde940          7         10        8         7         7         7
Vardas941           Pavarde941          5         1         6         1         6         7
Vardas942           Pavarde942          2         10        10        6         5         5
Vardas943           Pavarde943          0         4         3         8         7         4
Vardas944           Pavarde944          3         4         3         2         1         0
Vardas945           Pavarde945          4         0         5         10        5         5
Vardas946           Pavarde946          7         1         3         7         0         4
Vardas947           Pavarde947          3         7         3         7         1         6
Vardas948           Pavarde948          1         7         5         3         7         5
Vardas949           Pavarde949          6         8         1         3         0         7
Vardas950           Pavarde950          8         1         0         10        3         4
Vardas951           Pavarde951          4         5         2         9         0         9
Vardas952           Pavarde952          1         6         1         4         6         5
Vardas953           Pavarde953          7         2         9         5         5         5
Vardas954           Pavarde954          0         9         3         3         6         5
Vardas955           Pavarde955          6         2         6         2         0         5
Vardas956           Pavarde956          5         4         3         9         3         8
Vardas957           Pavarde957          8         5         2         1         7         2
Vardas958           Pavarde958          2         3         8         9         9         2
Vardas959           Pavarde959          7         5         3         5         10        2
Vardas960           Pavarde960          7         8         4         8         7         10
Vardas961           Pavarde961          10        8         2         7         2         3
Vardas962           Pavarde962          0         4         8         2         1         8
Vardas963           Pavarde963          9         6         10        10        0         3
Vardas964           Pavarde964          9         3         2         3         10        4
Vardas965           Pavarde965          1         10        6         0         0         7
Vardas966           Pavarde966          7         9         2         4         0         9
Vardas967           Pavarde967          10        5         2         0         9         3
Vardas968           Pavarde968          2         7         9         2         7         0
Vardas969           Pavarde969          1         2         5         2         1         5
Vardas970           Pavarde970          8         9         7         6         5         0
Vardas971           Pavarde971          10        2         9         8         0         8
Vardas972           Pavarde972          2         0         4         1         9         8
Vardas973           Pavarde973          8         1         4         6         1         1
Vardas974           Pavarde974          0         2         0         9         0         9
Vardas975           Pavarde975          6         4         8         1         2         4
Vardas976           Pavarde976          4         10        0         9         7         10
Vardas977           Pavarde977          2         5         5         5         3         8
Vardas978           Pavarde978          0         4         1         8         7         3
Vardas979           Pavarde979          9         2         4         0         1         4
Vardas980           Pavarde980          0         3         1         10        3         9
Vardas981           Pavarde981          2         4         3         5         10        8
Vardas982           Pavarde982          10        2         7         5         10        3
Vardas983           Pavarde983          8         1         6         1         7         9
Vardas984           Pavarde984          1         9         4         3         10        6
Vardas985           Pavarde985          2         3         2         8         4         1
Vardas986           Pavarde986          5         9         5         4         0         2
Vardas987           Pavarde987          0         10        7         10        3         8
Vardas988           Pavarde988          1         9         7         8         6         6
Vardas989           Pavarde989          1         9         3         3         8         8
Vardas990           Pavarde990          10        8         10        4         3         10
Vardas991           Pavarde991          2         8         5         3         2         8
Vardas992           Pavarde992          0         9         5         5         9         1
Vardas993           Pavarde993          0         2         10        4         6         7
Vardas994           Pavarde994          9         8         3         4         9         4
Vardas995           Pavarde995          2         9         3         9         8         10
Vardas996           Pavarde996          9         9         7         7         4         1
Vardas997           Pavarde997          6         0         3         7         7         1
Vardas998           Pavarde998          2         9         4         2         10        8
Vardas999           Pavarde999          10        10        0         10        1         9
Vardas1000          Pavarde1000         5         7         7         6         5         6
