Vardas              Pavarde             ND1       ND2       ND3       ND4       ND5       Egz.
Vardas1256          Pavarde1256         4         1         2         4         1         4
Vardas1257          Pavarde1257         9         5         10        7         6         1
Vardas1258          Pavarde1258         6         3         9         10        2         8
Vardas1259          Pavarde1259         10        5         9         7         1         7
Vardas1260          Pavarde1260         10        0         0         0         9         4
Vardas1261          Pavarde1261         2         7         2         0         8         2
Vardas1262          Pavarde1262         3         9         0         2         2         3
Vardas1263          Pavarde1263         2         6         3         4         0         8
Vardas1264          Pavarde1264         6         5         9         1         4         4
Vardas1265          Pavarde1265         0         10        7         1         9         3
Vardas1266          Pavarde1266         3         4         1         10        7         5
Vardas1267          Pavarde1267         2         2         0         6         9         4
Vardas1268          Pavarde1268         3         8         3         9         1         6
Vardas1269          Pavarde1269         0         0         6         10        6         4
Vardas1270          Pavarde1270         10        0         8         8         2         0
Vardas1271          Pavarde1271         2         9         5         9         6         2
Vardas1272          Pavarde1272         5         1         0         7         2         7
Vardas1273          Pavarde1273         4         3         9         6         8         7
Vardas1274          Pavarde1274         10        0         7         9         8         10
Vardas1275          Pavarde1275         0         4         3         5         2         7
Vardas1276          Pavarde1276         3         10        7         9         8         6
Vardas1277          Pavarde1277         3         1         7         7         10        6
Vardas1278          Pavarde1278         3         5         10        0         4         0
Vardas1279          Pavarde1279         7         9         9         10        7         7
Vardas1280          Pavarde1280         1         9         1         3         10        6
Vardas1281          Pavarde1281         6         10        3         4         1         7
Vardas1282          Pavarde1282         7         8         3         0         4         7
Vardas1283          Pavarde1283         6         0         6         7         3         5
Vardas1284          Pavarde1284         7         5         2         3         10        6
Vardas1285          Pavarde1285         5         10        8         6         4         9
Vardas1286          Pavarde1286         9         1         6         5         9         6
Vardas1287          Pavarde1287         8         0         7         5         3         9
Vardas1288          Pavarde1288         7         6         3         6         5         9
Vardas1289          Pavarde1289         2         3         9         2         2         5
Vardas1290          Pavarde1290         7         2         4         7         0         4
Vardas1291          Pavarde1291         4         0         8         2         10        4
Vardas1292          Pavarde1292         0         10        2         10        5         0
Vardas1293          Pavarde1293         7         5         4         0         1         5
Vardas1294          Pavarde1294         2         5         1         6         6         3
Vardas1295          Pavarde1295         9         9         6         8         5         7
Vardas1296          Pavarde1296         2         8         3         10        0         5
Vardas1297          Pavarde1297         5         7         3         7         0         1
Vardas1298          Pavarde1298         6         5         1         1         0         3
Vardas1299          Pavarde1299         6         0         10        8         5         9
Vardas1300          Pavarde1300         0         4         2         1         8         0
Vardas1301          Pavarde1301         7         1         6         7         9         4
Vardas1302          Pavarde1302         6         5         4         4         9         2
Vardas1303          Pavarde1303         2         0         0         2         10        10
Vardas1304          Pavarde1304         1         2         2         5         7         1
Vardas1305          Pavarde1305         3         9         3         10        1         7
Vardas1306          Pavarde1306         9         0         8         9         3         5
Vardas1307          Pavarde1307         1         0         9         5         2         0
Vardas1308          Pavarde1308         6         1         8         0         1         2
Vardas1309          Pavarde1309         6         1         5         4         5         6
Vardas1310          Pavarde1310         7         5         5         3         5         10
Vardas1311          Pavarde1311         6         5         9         2         8         3
Vardas1312          Pavarde1312         8         3         4         1         6         4
Vardas1313          Pavarde1313         8         8         10        10        7         7
Vardas1314          Pavarde1314         0         4         9         5         10        9
Vardas1315          Pavarde1315         6         2         5         8         9         1
Vardas1316          Pavarde1316         2         7         2         8         8         5
Vardas1317          Pavarde1317         1         9         5         7         0         6
Vardas1318          Pavarde1318         7         4         1         0         8         9
Vardas1319          Pavarde1319         0         2         2         3         7         0
Vardas1320          Pavarde1320         8         8         2         5         3         3
Vardas1321          Pavarde1321         8         5         5         9         4         2
Vardas1322          Pavarde1322         7         0         0         10        6         0
Vardas1323          Pavarde1323         4         4         9         7         0         9
Vardas1324          Pavarde1324         10        0         6         2         4         6
Vardas1325          Pavarde1325         2         9         4         2         10        1
Vardas1326          Pavarde1326         0         5         5         2         3         6
Vardas1327          Pavarde1327         7         2         5         5         8         2
Vardas1328          Pavarde1328         6         6         0         2         9         8
Vardas1329          Pavarde1329         4         4         2         0         2         4
Vardas1330          Pavarde1330         4         8         8         2         6         7
Vardas1331          Pavarde1331         1         3         6         9         1         6
Vardas1332          Pavarde1332         7         6         6         2         9         5
Vardas1333          Pavarde1333         0         8         0         5         6         6
Vardas1334          Pavarde1334         1         9         8         5         1         0
Vardas1335          Pavarde1335         8         9         1         6         2         3
Vardas1336          Pavarde1336         1         7         2         3         1         8
Vardas1337          Pavarde1337         3         0         8         6         3         2
Vardas1338          Pavarde1338         2         5         7         10        9         2
Vardas1339          Pavarde1339         8         3         0         1         7         5
Vardas1340          Pavarde1340         10        3         0         8         3         10
Vardas1341          Pavarde1341         9         4         3         8         2         5
Vardas1342          Pavarde1342         3         0         5         0         8         4
Vardas1343          Pavarde1343         9         8         8         7         8         9
Vardas1344          Pavarde1344         6         10        10        1         0         5
Vardas1345          Pavarde1345         9         2         9         6         3         2
Vardas1346          Pavarde1346         7         7         8         1         9         2
Vardas1347          Pavarde1347         9         8         9         7         4         0
Vardas1348          Pavarde1348         2         7         7         8         10        6
Vardas1349          Pavarde1349         3         3         2         8         8         10
Vardas1350          Pavarde1350         1         1         0         0         9         1
Vardas1351          Pavarde1351         1         7         10        9         6         8
Vardas1352          Pavarde1352         6         10        3         1         9         6
Vardas1353          Pavarde1353         8         10        6         6         3         8
Vardas1354          Pavarde1354         6         10        0         4         2         3
Vardas1355          Pavarde1355         8         6         9         6         9         0
Vardas1356          Pavarde1356         10        4         6         3         6         8
Vardas1357          Pavarde1357         5         2         5         5         4         4
Vardas1358          Pavarde1358         10        2         8         0         10        6
Vardas1359          Pavarde1359         4         9         0         7         3         0
Vardas1360          Pavarde1360         5         7         2         5         8         3
Vardas1361          Pavarde1361         10        10        9         8         3         1
Vardas1362          Pavarde1362         7         5         1         7         1         9
Vardas1363          Pavarde1363         1         0         4         1         3         3
Vardas1364          Pavarde1364         2         5         1         1         1         3
Vardas1365          Pavarde1365         4         4         0         4         1         1
Vardas1366          Pavarde1366         0         5         6         1         8         5
Vardas1367          Pavarde1367         1         10        2         6         1         9
Vardas1368          Pavarde1368         7         0         9         0         8         3
Vardas1369          Pavarde1369         2         9         3         3         2         1
Vardas1370          Pavarde1370         2         6         10        9         7         3
Vardas1371          Pavarde1371         3         0         5         9         6         0
Vardas1372          Pavarde1372         3         5         7         7         1         7
Vardas1373          Pavarde1373         10        1         3         0         5         7
Vardas1374          Pavarde1374         2         8         2         8         9         7
Vardas1375          Pavarde1375         4         2         10        5         10        7
Vardas1376          Pavarde1376         5         1         1         0         7         2
Vardas1377          Pavarde1377         0         4         5         5         3         8
Vardas1378          Pavarde1378         5         4         5         5         9         1
Vardas1379          Pavarde1379         10        7         3         3         9         2
Vardas1380          Pavarde1380         2         10        4         7         10        1
Vardas1381          Pavarde1381         0         7         8         7         8         9
Vardas1382          Pavarde1382         9         6         7         6         9         8
Vardas1383          Pavarde1383         0         2         9         10        6         1
Vardas1384          Pavarde1384         10        8         9         2         3         10
Vardas1385          Pavarde1385         5         6         2         8         1         8
Vardas1386          Pavarde1386         4         3         4         10        10        1
Vardas1387          Pavarde1387         9         7         10        7         4         10
Vardas1388          Pavarde1388         5         9         5         3         6         0
Vardas1389          Pavarde1389         7         7         9         4         2         8
Vardas1390          Pavarde1390         4         10        10        4         7         2
Vardas1391          Pavarde1391         5         2         3         1         3         10
Vardas1392          Pavarde1392         1         2         7         3         6         2
Vardas1393          Pavarde1393         9         9         1         4         4         5
Vardas1394          Pavarde1394         0         8         0         4         1         0
Vardas1395          Pavarde1395         7         5         9         10        10        9
Vardas1396          Pavarde1396         4         4         1         6         9         9
Vardas1397          Pavarde1397         5         0         5         2         6         0
Vardas1398          Pavarde1398         10        10        3         3         9         3
Vardas1399          Pavarde1399         7         8         10        0         2         1
Vardas1400          Pavarde1400         10        6         9         10        8         1
Vardas1401          Pavarde1401         5         7         5         2         0         3
Vardas1402          Pavarde1402         1         10        2         10        4         4
Vardas1403          Pavarde1403         6         1         8         1         5         1
Vardas1404          Pavarde1404         8         10        1         9         4         5
Vardas1405          Pavarde1405         9         5         3         2         8         3
Vardas1406          Pavarde1406         7         1         6         0         7         7
Vardas1407          Pavarde1407         4         8         8         6         2         8
Vardas1408          Pavarde1408         0         4         6         10        6         7
Vardas1409          Pavarde1409         4         8         2         8         1         2
Vardas1410          Pavarde1410         6         3         8         5         8         4
Vardas1411          Pavarde1411         1         2         10        5         6         5
Vardas1412          Pavarde1412         5         1         7         0         6         9
Vardas1413          Pavarde1413         5         4         10        2         5         0
Vardas1414          Pavarde1414         1         9         6         2         7         7
Vardas1415          Pavarde1415         8         4         0         10        4         10
Vardas1416          Pavarde1416         5         6         2         4         7         9
Vardas1417          Pavarde1417         7         5         6         5         0         0
Vardas1418          Pavarde1418         1         3         3         3         3         3
Vardas1419          Pavarde1419         6         7         8         5         8         3
Vardas1420          Pavarde1420         1         9         6         4         9         8
Vardas1421          Pavarde1421         5         5         0         2         6         3
Vardas1422          Pavarde1422         5         1         7         7         1         9
Vardas1423          Pavarde1423         10        0         4         3         9         4
Vardas1424          Pavarde1424         9         10        10        3         10        5
Vardas1425          Pavarde1425         3         2         10        1         5         3
Vardas1426          Pavarde1426         8         4         10        1         4         4
Vardas1427          Pavarde1427         10        0         3         7         4         7
Vardas1428          Pavarde1428         4         8         10        0         3         6
Vardas1429          Pavarde1429         8         5         8         2         8         4
Vardas1430          Pavarde1430         3         10        4         6         2         0
Vardas1431          Pavarde1431         1         9         0         3         7         9
Vardas1432          Pavarde1432         4         10        2         5         1         3
Vardas1433          Pavarde1433         8         7         5         1         6         6
Vardas1434          Pavarde1434         4         5         6         9         0         4
Vardas1435          Pavarde1435         7         8         6         2         0         3
Vardas1436          Pavarde1436         6         2         1         1         6         3
Vardas1437          Pavarde1437         10        0         7         5         4         1
Vardas1438          Pavarde1438         10        4         2         10        9         8
Vardas1439          Pavarde1439         2         10        3         1         1         3
Vardas1440          Pavarde1440         5         1         8         3         4         3
Vardas1441          Pavarde1441         9         6         0         0         3         3
Vardas1442          Pavarde1442         8         0         10        4         3         9
Vardas1443          Pavarde1443         1         1         6         10        10        2
Vardas1444          Pavarde1444         0         9         2         7         3         9
Vardas1445          Pavarde1445         6         7         6         1         4         9
Vardas1446          Pavarde1446         9         2         7         1         2         3
Vardas1447          Pavarde1447         8         4         4         7         0         8
Vardas1448          Pavarde1448         8         6         8         9         0         2
Vardas1449          Pavarde1449         0         9         4         1         4         9
Vardas1450          Pavarde1450         2         1         7         7         5         3
Vardas1451          Pavarde1451         4         3         7         6         1         3
Vardas1452          Pavarde1452         7         3         5         9         5         7
Vardas1453          Pavarde1453         3         3         6         9         10        3
Vardas1454          Pavarde1454         6         5         7         10        8         8
Vardas1455          Pavarde1455         10        7         10        0         10        3
Vardas1456          Pavarde1456         4         0         9         4         3         4
Vardas1457          Pavarde1457         2         1         8         10        3         7
Vardas1458          Pavarde1458         8         10        6         0         2         7
Vardas1459          Pavarde1459         10        7         0         9         7         2
Vardas1460          Pavarde1460         7         0         9         8         9         10
Vardas1461          Pavarde1461         5         8         2         7         1         2
Vardas1462          Pavarde1462         7         0         6         4         4         5
Vardas1463          Pavarde1463         1         0         4         1         4         9
Vardas1464          Pavarde1464         7         6         3         6         9         6
Vardas1465          Pavarde1465         9         0         2         8         3         7
Vardas1466          Pavarde1466         6         9         10        9         7         0
Vardas1467          Pavarde1467         8         1         7         10        7         4
Vardas1468          Pavarde1468         8         6         4         0         4         7
Vardas1469          Pavarde1469         5         10        2         4         0         9
Vardas1470          Pavarde1470         6         0         6         2         10        2
Vardas1471          Pavarde1471         0         4         9         6         5         4
Vardas1472          Pavarde1472         6         10        4         9         3         0
Vardas1473          Pavarde1473         2         1         5         2         3         7
Vardas1474          Pavarde1474         4         5         8         7         7         9
Vardas1475          Pavarde1475         4         9         8         9         1         5
Vardas1476          Pavarde1476         8         2         8         10        8         5
Vardas1477          Pavarde1477         4         6         10        6         4         4
Vardas1478          Pavarde1478         9         1         1         6         6         8
Vardas1479          Pavarde1479         6         2         8         5         2         10
Vardas1480          Pavarde1480         10        6         4         10        7         5
Vardas1481          Pavarde1481         1         4         9         7         0         2
Vardas1482          Pavarde1482         0         0         4         10        0         10
Vardas1483          Pavarde1483         1         10        0         7         8         8
Vardas1484          Pavarde1484         1         2         0         3         0         10
Vardas1485          Pavarde1485         9         5         1         0         5         6
Vardas1486          Pavarde1486         8         9         1         6         10        7
Vardas1487          Pavarde1487         6         8         4         0         5         4
Vardas1488          Pavarde1488         5         0         2         6         6         4
Vardas1489          Pavarde1489         0         4         3         2         1         5
Vardas1490          Pavarde1490         1         8         10        10        5         4
Vardas1491          Pavarde1491         2         7         8         6         9         8
Vardas1492          Pavarde1492         8         9         4         3         3         3
Vardas1493          Pavarde1493         3         8         3         6         9         7
Vardas1494          Pavarde1494         5         0         10        10        3         9
Vardas1495          Pavarde1495         4         0         2         6         1         4
Vardas1496          Pavarde1496         6         10        4         4         0         8
Vardas1497          Pavarde1497         6         9         5         2         0         4
Vardas1498          Pavarde1498         1         10        5         5         10        7
Vardas1499          Pavarde1499         8         6         3         10        1         3
Vardas1500          Pavarde1500         1         9         0         3         9         0
Vardas1501          Pavarde1501         0         8         4         1         1         1
Vardas1502          Pavarde1502         3         7         8         8         5         0
Vardas1503          Pavarde1503         0         5         2         6         10        2
Vardas1504          Pavarde1504         1         3         0         5         10        9
Vardas1505          Pavarde1505         6         3         0         7         6         8
Vardas1506          Pavarde1506         3         10        4         7         10        5
Vardas1507          Pavarde1507         0         4         10        10        8         1
Vardas1508          Pavarde1508         8         5         3         8         7         3
Vardas1509          Pavarde1509         0         8         1         6         6         8
Vardas1510          Pavarde1510         9         0         4         6         2         0
Vardas1511          Pavarde1511         4         0         8         0         9         0
Vardas1512          Pavarde1512         6         6         1         10        4         2
Vardas1513          Pavarde1513         0         6         0         1         9         9
Vardas1514          Pavarde1514         1         5         0         2         9         8
Vardas1515          Pavarde1515         4         5         7         0         10        7
Vardas1516          Pavarde1516         6         6         4         5         5         6
Vardas1517          Pavarde1517         5         0         4         2         2         9
Vardas1518          Pavarde1518         9         5         7         7         8         7
Vardas1519          Pavarde1519         0         5         1         6         10        0
Vardas1520          Pavarde1520         3         0         8         0         0         3
Vardas1521          Pavarde1521         5         0         3         5         0         9
Vardas1522          Pavarde1522         8         0         2         2         5         4
Vardas1523          Pavarde1523         8         5         6         0         6         5
Vardas1524          Pavarde1524         10        0         7         6         10        1
Vardas1525          Pavarde1525         4         5         1         10        9         4
Vardas1526          Pavarde1526         9         10        3         1         6         3
Vardas1527          Pavarde1527         7         7         6         1         2         5
Vardas1528          Pavarde1528         4         3         1         2         9         2
Vardas1529          Pavarde1529         4         3         9         4         1         10
Vardas1530          Pavarde1530         4         3         10        10        6         3
Vardas1531          Pavarde1531         5         8         10        5         5         2
Vardas1532          Pavarde1532         3         1         7         3         5         2
Vardas1533          Pavarde1533         5         6         5         7         3         4
Vardas1534          Pavarde1534         5         8         4         5         1         0
Vardas1535          Pavarde1535         2         7         4         3         1         4
Vardas1536          Pavarde1536         9         7         0         8         9         0
Vardas1537          Pavarde1537         2         9         7         8         7         4
Vardas1538          Pavarde1538         2         2         9         6         5         5
Vardas1539          Pavarde1539         6         4         1         6         1         7
Vardas1540          Pavarde1540         10        1         5         9         9         0
Vardas1541          Pavarde1541         9         0         10        4         3         4
Vardas1542          Pavarde1542         5         10        7         3         7         1
Vardas1543          Pavarde1543         8         5         7         3         1         10
Vardas1544          Pavarde1544         7         2         7         10        0         5
Vardas1545          Pavarde1545         4         1         9         9         9         7
Vardas1546          Pavarde1546         2         10        4         4         8         10
Vardas1547          Pavarde1547         1         6         5         4         3         9
Vardas1548          Pavarde1548         10        7         8         9         5         3
Vardas1549          Pavarde1549         5         0         3         0         5         3
Vardas1550          Pavarde1550         0         1         9         2         1         0
Vardas1551          Pavarde1551         8         1         8         0         9         1
Vardas1552          Pavarde1552         3         5         6         5         2         6
Vardas1553          Pavarde1553         5         5         1         0         10        10
Vardas1554          Pavarde1554         10        4         3         8         6         0
Vardas1555          Pavarde1555         3         10        2         1         1         7
Vardas1556          Pavarde1556         1         2         9         2         6         9
Vardas1557          Pavarde1557         9         9         5         7         6         4
Vardas1558          Pavarde1558         2         6         7         6         4         9
Vardas1559          Pavarde1559         3         9         8         9         1         7
Vardas1560          Pavarde1560         7         7         5         9         10        8
Vardas1561          Pavarde1561         0         9         6         6         1         5
Vardas1562          Pavarde1562         0         5         1         3         3         4
Vardas1563          Pavarde1563         8         7         2         8         0         2
Vardas1564          Pavarde1564         1         5         7         8         1         3
Vardas1565          Pavarde1565         3         10        6         7         8         7
Vardas1566          Pavarde1566         2         10        3         0         10        0
Vardas1567          Pavarde1567         3         0         10        6         9         3
Vardas1568          Pavarde1568         1         6         10        8         4         5
Vardas1569          Pavarde1569         8         7         7         6         2         10
Vardas1570          Pavarde1570         4         7         6         0         6         5
Vardas1571          Pavarde1571         1         8         7         6         7         3
Vardas1572          Pavarde1572         9         7         5         9         8         5
Vardas1573          Pavarde1573         6         1         9         3         2         0
Vardas1574          Pavarde1574         6         8         1         10        8         5
Vardas1575          Pavarde1575         5         8         2         1         1         4
Vardas1576          Pavarde1576         0         9         5         9         2         7
Vardas1577          Pavarde1577         2         3         0         5         0         10
Vardas1578          Pavarde1578         0         4         9         4         2         1
Vardas1579          Pavarde1579         5         5         2         5         9         5
Vardas1580          Pavarde1580         5         1         3         4         1         10
Vardas1581          Pavarde1581         7         3         2         7         0         10
Vardas1582          Pavarde1582         10        10        0         5         1         2
Vardas1583          Pavarde1583         4         0         8         3         8         3
Vardas1584          Pavarde1584         9         8         7         3         5         5
Vardas1585          Pavarde1585         5         7         4         8         10        9
Vardas1586          Pavarde1586         1         10        3         4         6         9
Vardas1587          Pavarde1587         2         7         2         0         7         6
Vardas1588          Pavarde1588         5         3         8         2         0         7
Vardas1589          Pavarde1589         9         5         0         2         3         3
Vardas1590          Pavarde1590         10        3         4         9         3         5
Vardas1591          Pavarde1591         3         8         9         10        1         1
Vardas1592          Pavarde1592         1         10        5         8         1         0
Vardas1593          Pavarde1593         9         2         7         8         8         4
Vardas1594          Pavarde1594         4         6         2         3         1         10
Vardas1595          Pavarde1595         0         8         7         9         1         2
Vardas1596          Pavarde1596         9         5         9         10        1         6
Vardas1597          Pavarde1597         9         5         0         9         5         5
Vardas1598          Pavarde1598         4         7         2         6         8         6
Vardas1599          Pavarde1599         7         0         6         1         6         8
Vardas1600          Pavarde1600         5         7         1         5         8         8
Vardas1601          Pavarde1601         1         6         6         4         8         10
Vardas1602          Pavarde1602         7         3         6         7         7         4
Vardas1603          Pavarde1603         0         10        9         6         5         2
Vardas1604          Pavarde1604         1         3         10        9         4         0
Vardas1605          Pavarde1605         6         3         6         8         7         3
Vardas1606          Pavarde1606         0         4         4         4         5         0
Vardas1607          Pavarde1607         4         10        9         5         2         8
Vardas1608          Pavarde1608         9         1         7         10        3         2
Vardas1609          Pavarde1609         6         2         2         2         6         10
Vardas1610          Pavarde1610         3         3         3         10        6         3
Vardas1611          Pavarde1611         9         6         2         5         6         8
Vardas1612          Pavarde1612         0         2         4         6         1         9
Vardas1613          Pavarde1613         2         10        0         1         1         9
Vardas1614          Pavarde1614         10        8         2         4         7         8
Vardas1615          Pavarde1615         4         6         0         5         1         5
Vardas1616          Pavarde1616         2         7         10        7         7         3
Vardas1617          Pavarde1617         9         10        2         2         10        8
Vardas1618          Pavarde1618         1         3         6         10        1         1
Vardas1619          Pavarde1619         0         3         4         8         0         3
Vardas1620          Pavarde1620         0         9         5         5         1         1
Vardas1621          Pavarde1621         9         9         4         1         6         6
Vardas1622          Pavarde1622         3         4         5         4         10        6
Vardas1623          Pavarde1623         3         3         4         5         1         6
Vardas1624          Pavarde1624         1         2         5         3         9         10
Vardas1625          Pavarde1625         5         8         4         4         8         1
Vardas1626          Pavarde1626         3         5         4         9         3         3
Vardas1627          Pavarde1627         9         0         5         2         10        0
Vardas1628          Pavarde1628         6         3         1         4         0         9
Vardas1629          Pavarde1629         2         1         6         1         6         0
Vardas1630          Pavarde1630         7         4         0         4         10        9
Vardas1631          Pavarde1631         9         9         3         0         8         3
Vardas1632          Pavarde1632         3         9         8         5         10        4
Vardas1633          Pavarde1633         3         8         4         9         4         6
Vardas1634          Pavarde1634         2         9         7         0         7         1
Vardas1635          Pavarde1635         9         7         9         9         0         0
Vardas1636          Pavarde1636         9         7         3         6         3         2
Vardas1637          Pavarde1637         7         2         1         1         6         5
Vardas1638          Pavarde1638         3         5         0         5         9         5
Vardas1639          Pavarde1639         10        7         9         5         10        6
Vardas1640          Pavarde1640         4         10        6         10        10        0
Vardas1641          Pavarde1641         0         3         1         3         3         2
Vardas1642          Pavarde1642         1         9         6         2         4         7
Vardas1643          Pavarde1643         3         6         3         5         1         3
Vardas1644          Pavarde1644         0         1         6         9         3         8
Vardas1645          Pavarde1645         10        6         6         5         6         1
Vardas1646          Pavarde1646         8         5         2         7         9         5
Vardas1647          Pavarde1647         0         5         0         3         0         2
Vardas1648          Pavarde1648         7         10        9         6         6         9
Vardas1649          Pavarde1649         2         10        9         3         10        4
Vardas1650          Pavarde1650         6         5         10        7         8         3
Vardas1651          Pavarde1651         9         9         1         7         1         8
Vardas1652          Pavarde1652         9         3         2         5         4         5
Vardas1653          Pavarde1653         10        5         3         10        4         3
Vardas1654          Pavarde1654         7         8         4         0         2         7
Vardas1655          Pavarde1655         0         7         9         8         8         8
Vardas1656          Pavarde1656         7         8         1         6         1         2
Vardas1657          Pavarde1657         5         9         2         1         6         5
Vardas1658          Pavarde1658         3         3         10        10        8         5
Vardas1659          Pavarde1659         8         8         2         7         10        5
Vardas1660          Pavarde1660         7         3         9         0         8         1
Vardas1661          Pavarde1661         3         9         6         0         8         5
Vardas1662          Pavarde1662         9         2         0         5         10        5
Vardas1663          Pavarde1663         9         4         4         4         0         1
Vardas1664          Pavarde1664         10        0         3         7         4         9
Vardas1665          Pavarde1665         9         1         9         0         1         3
Vardas1666          Pavarde1666         2         2         4         8         6         5
Vardas1667          Pavarde1667         3         9         4         4         9         8
Vardas1668          Pavarde1668         10        7         3         7         2         9
Vardas1669          Pavarde1669         1         2         7         10        5         1
Vardas1670          Pavarde1670         9         7         10        8         8         4
Vardas1671          Pavarde1671         8         8         2         4         9         6
Vardas1672          Pavarde1672         9         8         3         5         6         5
Vardas1673          Pavarde1673         9         5         0         8         9         7
Vardas1674          Pavarde1674         5         7         8         2         5         4
Vardas1675          Pavarde1675         7         3         10        9         3         5
Vardas1676          Pavarde1676         2         6         1         2         3         7
Vardas1677          Pavarde1677         2         7         2         3         1         6
Vardas1678          Pavarde1678         0         6         1         3         6         0
Vardas1679          Pavarde1679         5         1         1         0         8         3
Vardas1680          Pavarde1680         3         0         8         1         8         4
Vardas1681          Pavarde1681         0         4         3         6         3         0
Vardas1682          Pavarde1682         0         2         1         4         9         3
Vardas1683          Pavarde1683         4         7         1         9         2         5
Vardas1684          Pavarde1684         9         7         8         1         4         0
Vardas1685          Pavarde1685         1         10        0         6         7         7
Vardas1686          Pavarde1686         8         3         4         4         7         0
Vardas1687          Pavarde1687         1         0         2         5         2         6
Vardas1688          Pavarde1688         5         1         6         9         3         9
Vardas1689          Pavarde1689         8         10        4         9         9         2
Vardas1690          Pavarde1690         0         6         4         3         5         9
Vardas1691          Pavarde1691         1         4         9         4         4         0
Vardas1692          Pavarde1692         3         6         4         1         7         6
Vardas1693          Pavarde1693         2         6         8         2         10        0
Vardas1694          Pavarde1694         9         5         3         5         6         1
Vardas1695          Pavarde1695         0         2         9         7         4         3
Vardas1696          Pavarde1696         4         1         9         6         1         0
Vardas1697          Pavarde1697         7         3         10        5         2         7
Vardas1698          Pavarde1698         0         5         5         2         7         4
Vardas1699          Pavarde1699         0         4         10        10        3         10
Vardas1700          Pavarde1700         2         9         1         3         8         3
Vardas1701          Pavarde1701         9         5         10        2         2         8
Vardas1702          Pavarde1702         2         0         8         8         10        1
Vardas1703          Pavarde1703         6         8         6         3         9         1
Vardas1704          Pavarde1704         10        6         7         8         0         5
Vardas1705          Pavarde1705         7         1         5         3         7         0
Vardas1706          Pavarde1706         10        0         2         5         0         8
Vardas1707          Pavarde1707         10        10        8         1         1         10
Vardas1708          Pavarde1708         3         2         9         0         8         8
Vardas1709          Pavarde1709         10        8         7         7         2         6
Vardas1710          Pavarde1710         6         2         5         1         7         5
Vardas1711          Pavarde1711         8         7         7         10        0         6
Vardas1712          Pavarde1712         4         1         5         3         4         7
Vardas1713          Pavarde1713         7         0         10        5         4         5
Vardas1714          Pavarde1714         4         0         5         6         5         3
Vardas1715          Pavarde1715         1         7         1         2         4         1
Vardas1716          Pavarde1716         9         10        10        2         5         10
Vardas1717          Pavarde1717         9         5         3         6         4         9
Vardas1718          Pavarde1718         2         0         7         2         6         7
Vardas1719          Pavarde1719         9         0         6         1         2         0
Vardas1720          Pavarde1720         9         10        3         5         2         9
Vardas1721          Pavarde1721         8         6         8         8         7         10
Vardas1722          Pavarde1722         0         0         5         2         5         9
Vardas1723          Pavarde1723         10        3         5         10        10        8
Vardas1724          Pavarde1724         1         3         9         10        9         8
Vardas1725          Pavarde1725         3         8         5         2         8         8
Vardas1726          Pavarde1726         3         0         1         2         6         9
Vardas1727          Pavarde1727         1         3         3         5         2         3
Vardas1728          Pavarde1728         3         10        4         6         10        0
Vardas1729          Pavarde1729         2         8         0         8         4         5
Vardas1730          Pavarde1730         3         1         5         7         4         5
Vardas1731          Pavarde1731         7         2         2         8         5         6
Vardas1732          Pavarde1732         0         3         6         6         0         2
Vardas1733          Pavarde1733         10        2         7         3         3         9
Vardas1734          Pavarde1734         2         3         10        7         10        2
Vardas1735          Pavarde1735         4         8         5         7         5         1
Vardas1736          Pavarde1736         2         6         7         2         3         10
Vardas1737          Pavarde1737         10        2         3         1         9         2
Vardas1738          Pavarde1738         4         9         3         5         5         7
Vardas1739          Pavarde1739         7         10        9         8         10        4
Vardas1740          Pavarde1740         5         8         8         10        2         7
Vardas1741          Pavarde1741         6         5         3         9         1         2
Vardas1742          Pavarde1742         6         8         5         6         5         4
Vardas1743          Pavarde1743         0         8         7         2         9         3
Vardas1744          Pavarde1744         1         9         0         1         5         0
